"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29"
"*i_0821";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;35,189;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0820";35,189;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0819";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;25,206;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_8200";-0,114;-0,12;-0,131;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;-0,171;-0,154;-0,143;-0,131;-0,16;-0,143;5,948;-0,165;-0,177;-0,143;4,908;20,873;-0,154;-0,114;-0,126;-0,126;-0,137;-0,16;-0,131
"*postReposts_169";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;25,206;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0818";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_5000";-0,23;-0,241;2,302;-0,31;-0,298;1,374;-0,321;2,648;-0,253;-0,219;-0,344;-0,31;-0,287;-0,264;-0,321;-0,287;-0,275;-0,333;1,374;2,013;-0,321;-0,356;-0,31;-0,23;2,467;2,467;2,151;-0,321;-0,264
"*i_0817";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;28,23;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_6900";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;13,149;-0,068;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;16,629;-0,063;-0,063;-0,068;-0,08;-0,065
"*i_0816";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_10";0,865;0,772;0,614;11,458;-0,564;-0,674;-0,608;-0,457;-0,478;0,969;0,26;-0,586;-0,543;5,17;0,337;-0,543;0,547;-0,63;-0,674;-0,543;-0,608;-0,674;0,382;0,865;-0,478;-0,478;-0,521;-0,608;0,614
"*i_0815";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;25,206;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_229";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;25,206;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0814";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;23,515;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_17200";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;10,792;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;-0,088;-0,071;-0,08;-0,088;12,105;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*postReposts_362";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;23,515;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0813";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*i_0812";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postComments_41";-0,201;-0,211;-0,231;-0,271;-0,261;-0,311;2,105;-0,211;-0,221;-0,191;-0,301;-0,271;-0,251;2,855;-0,281;-0,251;-0,241;-0,291;-0,311;2,519;-0,281;-0,311;-0,271;3,485;3,046;3,046;-0,241;2,105;-0,231
"*postReposts_37";-0,143;-0,15;-0,164;-0,193;-0,186;-0,222;3,585;-0,15;4,932;-0,136;3,254;-0,193;-0,179;-0,164;-0,2;-0,179;-0,171;-0,207;3,105;-0,179;-0,2;-0,222;-0,193;-0,143;4,932;-0,157;-0,171;-0,2;-0,164
"*i_0811";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;28,23;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0810";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;33,544;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_29";-0,376;1,08;-0,432;5,092;-0,488;-0,582;-0,525;1,08;0,978;1,319;0,44;-0,507;-0,469;6,453;-0,525;5,718;-0,45;-0,544;0,396;-0,469;-0,525;-0,582;-0,507;-0,376;-0,413;-0,413;-0,45;0,539;-0,432
"*postDate_13-12-2025";-0,23;-0,241;2,302;1,767;-0,298;1,374;1,657;2,648;-0,253;-0,219;-0,344;-0,31;2,013;-0,264;-0,321;-0,287;2,151;-0,333;-0,356;-0,287;-0,321;-0,356;1,767;-0,23;-0,253;-0,253;-0,275;-0,321;-0,264
"*i_0809";-0,028;-0,03;-0,033;-0,038;-0,037;22,749;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0808";-0,028;-0,03;-0,033;26,142;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_11500";-0,028;-0,03;-0,033;26,142;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_20";9,859;1,521;-0,364;17,473;-0,412;0,657;-0,443;-0,333;-0,349;-0,302;0,714;-0,428;-0,396;-0,364;-0,443;-0,396;-0,38;0,776;-0,491;-0,396;-0,443;0,657;-0,428;-0,318;-0,349;-0,349;1,178;-0,443;-0,364
"*i_0807";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;28,23;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_2900";-0,347;-0,364;-0,398;-0,467;-0,45;4,68;-0,484;-0,364;-0,381;1,543;-0,519;-0,467;17,155;-0,398;-0,484;0,888;-0,415;14,228;0,512;0,888;-0,484;-0,537;-0,467;-0,347;-0,381;-0,381;-0,415;-0,484;-0,398
"*i_0806";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0805";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_8400";-0,057;-0,06;14,367;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;11,637;-0,065
"*postComments_44";-0,114;-0,12;28,809;-0,154;-0,148;-0,177;-0,16;-0,12;-0,126;-0,109;4,49;-0,154;-0,143;-0,131;-0,16;-0,143;-0,137;-0,165;-0,177;-0,143;-0,16;-0,177;-0,154;7,389;-0,126;-0,126;-0,137;-0,16;-0,131
"*postReposts_77";-0,086;-0,09;8,954;-0,115;-0,111;6,323;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;-0,107;-0,098;-0,12;-0,107;8,532;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;-0,103;-0,12;-0,098
"*i_0804";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_345";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_84";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0803";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;26,142;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0802";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_7900";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;22,749;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_181";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_273";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0801";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;25,206;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_50";-0,259;2,183;-0,297;-0,349;-0,336;-0,401;1,317;-0,272;2,024;-0,246;-0,388;-0,349;1,626;-0,297;-0,362;-0,323;-0,31;-0,375;-0,401;-0,323;1,317;-0,401;-0,349;-0,259;2,024;-0,285;10,245;-0,362;1,879
"*postReposts_131";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;25,206;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0800";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*postLikes_18000";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*postReposts_119";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*postDate_12-12-2025";-0,288;1,816;9,383;-0,388;-0,374;0,839;-0,403;-0,302;-0,317;-0,274;-0,432;-0,388;-0,359;1,547;-0,403;-0,359;1,431;-0,417;0,839;1,324;-0,403;-0,446;-0,388;-0,288;-0,317;-0,317;1,431;1,053;-0,331
"*i_0799";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0798";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;22,749;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postLikes_8800";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;10,792;-0,077;-0,071;-0,065;-0,08;-0,071;-0,068;-0,083;10,409;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;-0,08;-0,065
"*postComments_227";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;22,749;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_87";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;22,749;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0797";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_2";2,847;-0,241;2,302;-0,31;-0,298;-0,356;1,657;-0,241;2,467;-0,219;-0,344;-0,31;-0,287;-0,264;1,657;-0,287;-0,275;-0,333;-0,356;-0,287;-0,321;-0,356;10,335;-0,23;2,467;-0,253;-0,275;-0,321;-0,264
"*i_0796";-0,028;33,544;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0795";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;28,23;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0794";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postReposts_492";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;29,399;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0793";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*postComments_403";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*postReposts_183";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*i_0792";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0791";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0790";-0,028;-0,03;-0,033;-0,038;-0,037;22,749;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0789";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;30,665;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0788";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0787";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;32,042;-0,034;-0,04;-0,033
"*postLikes_15500";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;32,042;-0,034;-0,04;-0,033
"*postComments_618";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;32,042;-0,034;-0,04;-0,033
"*postReposts_243";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;32,042;-0,034;-0,04;-0,033
"*postDate_11-12-2025";-0,318;1,521;1,281;-0,428;6,958;-0,491;-0,443;-0,333;-0,349;-0,302;-0,475;-0,428;-0,396;-0,364;-0,443;-0,396;-0,38;-0,459;-0,491;1,083;-0,443;-0,491;-0,428;-0,318;8,72;8,72;1,178;0,844;-0,364
"*i_0786";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;32,042;-0,034;-0,04;-0,033
"*postReposts_51";-0,172;-0,181;3,602;2,867;-0,223;-0,266;-0,24;-0,181;-0,189;-0,164;-0,258;-0,232;-0,215;-0,197;-0,24;-0,215;-0,206;-0,249;2,322;-0,215;-0,24;-0,266;-0,232;4,343;-0,189;3,827;-0,206;2,716;-0,197
"*i_0785";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postComments_224";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postReposts_351";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*i_0784";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*postLikes_12100";-0,057;-0,06;-0,065;-0,077;-0,074;-0,088;-0,08;-0,06;-0,063;-0,054;-0,085;-0,077;13,149;-0,065;-0,08;-0,071;-0,068;-0,083;-0,088;-0,071;-0,08;-0,088;-0,077;-0,057;-0,063;-0,063;-0,068;11,637;-0,065
"*postComments_268";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;25,206;-0,033
"*i_0783";-0,028;-0,03;30,665;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0782";-0,028;33,544;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_191";-0,028;33,544;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0781";-0,028;-0,03;-0,033;-0,038;27,147;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*postComments_42";-0,143;-0,15;-0,164;-0,193;3,966;3,105;-0,2;-0,15;-0,157;-0,136;-0,214;3,769;-0,179;-0,164;-0,2;-0,179;-0,171;-0,207;3,105;-0,179;-0,2;-0,222;-0,193;-0,143;4,932;-0,157;-0,171;-0,2;-0,164
"*i_0780";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0779";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;28,23;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;-0,034;-0,04;-0,033
"*i_0778";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*postLikes_11200";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;-0,031;-0,031;29,399;-0,04;-0,033
"*postComments_176";-0,086;-0,09;-0,098;-0,115;-0,111;-0,133;-0,12;-0,09;-0,094;-0,082;-0,128;-0,115;36,412;-0,098;-0,12;-0,107;-0,103;-0,124;-0,133;-0,107;-0,12;-0,133;-0,115;-0,086;-0,094;-0,094;8,532;-0,12;-0,098
"*i_0777";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*postReposts_68";-0,028;-0,03;-0,033;-0,038;-0,037;-0,044;-0,04;-0,03;-0,031;-0,027;-0,043;-0,038;-0,036;-0,033;-0,04;-0,036;-0,034;-0,041;-0,044;-0,036;-0,04;-0,044;-0,038;-0,028;32,042;-0,031;-0,034;-0,04;-0,033
"*i_0776";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_188";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0775";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
