"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16"
"*postReposts_85";-0,252;-0,323;-0,282;-0,33;-0,378;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;2,74
"*postDate_24-11-2025";-1,174;-3,756;-0,378;3,816;-2,462;-0,029;-0,513;-0,928;4,619;-1,812;5,34;2,043;-0,588;4,575;0;-0,168
"*i_0574";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;2,995;-0,449;67,939;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0573";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;38,028;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0572";1,78;-0,404;-0,353;7,456;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;1,878;0,826;-0,305
"*i_0571";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;82,108;-0,472;-0,305
"*i_0570";-0,189;-0,242;-0,212;2,82;-0,284;3,091;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"*postComments_102";-0,695;-0,89;-0,777;22,43;-1,042;0,062;-0,496;-0,989;-0,508;0,874;3,537;0,199;-0,521;-0,673;-1,039;0,228
"*i_0569";-0,126;-0,162;-0,141;-0,165;4,341;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;9,624;-0,122;-0,188;-0,122
"*postLikes_11600";33,009;-0,566;-0,494;-0,578;0,284;-0,541;-0,315;-0,629;-0,323;2,16;-0,4;-0,442;1,558;-0,428;-0,66;-0,428
"*postReposts_233";-0,126;-0,162;-0,141;-0,165;4,341;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;9,624;-0,122;-0,188;-0,122
"*i_0568";-0,252;-0,323;-0,282;25,823;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*i_0567";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;12,865;-0,183
"*i_0566";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;21,707;-0,039;-0,057;-0,063;-0,047;-0,061;-0,094;-0,061
"*i_0565";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;34,281;-0,189;-0,244;-0,377;-0,244
"*i_0564";-0,252;-0,323;12,275;-0,33;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0563";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;7,805;-0,126;-0,094;-0,122;4,358;-0,122
"*i_0562";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;53,156;-0,305
"*postDate_23-11-2025";0,718;-0,042;-3,207;-0,059;-1,012;1,066;-0,479;8,354;0,553;6,845;-0,897;-2,866;-2,148;-0,143;1,292;-1,044
"*i_0561";-0,315;-0,404;-0,353;-0,413;-0,473;21,012;-0,225;0,919;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0560";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;5,015;-0,228;-0,252;-0,189;14,477;-0,377;-0,244
"*i_0559";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;44,661;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0558";-0,189;-0,242;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0557";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;2,333;-0,183
"*i_0556";-0,189;-0,242;-0,212;-0,248;-0,284;15,981;-0,135;-0,269;-0,138;-0,117;4,594;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0555";-0,315;-0,404;-0,353;7,456;-0,473;-0,386;-0,225;6,693;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postLikes_14100";-0,315;-0,404;-0,353;7,456;-0,473;-0,386;-0,225;6,693;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*postComments_138";0,073;1,183;-0,919;1,117;-0,015;-1,007;-0,587;3,809;-0,601;-0,508;0,135;2,095;-0,615;-0,795;-1,228;0,091
"*postReposts_210";-0,505;0,294;-0,565;3,44;0,152;-0,619;-0,361;2,986;-0,369;-0,312;-0,457;0,622;-0,378;-0,489;-0,755;0,675
"*i_0554";-0,252;26,424;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;5,015;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postComments_109";-0,442;25,039;-0,494;-0,578;3,534;-0,541;-0,315;-0,629;-0,323;2,16;-0,4;-0,442;-0,331;-0,428;-0,66;-0,428
"*i_0553";49,292;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postLikes_25800";49,292;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postReposts_201";49,292;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0552";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;1,492;47,387;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0551";-0,126;-0,162;-0,141;-0,165;-0,189;5,52;-0,09;-0,179;-0,092;-0,078;-0,114;6,975;-0,094;-0,122;-0,188;-0,122
"*postDate_22-11-2025";-2,032;-0,881;-2,273;-2,661;7,172;-0,041;2,014;7,957;-1,487;12,621;-1,839;0,006;4,79;-1,967;-3,038;-0,409
"*i_0550";-0,252;-0,323;-0,282;-0,33;22,359;-0,309;-0,18;-0,359;-0,185;5,015;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0549";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;44,661;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0548";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;17,771;-0,231;3,667;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*i_0547";-0,126;5,238;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;11,87;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*i_0546";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;84,85;-0,244;-0,377;-0,244
"*i_0545";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0544";-0,315;-0,404;-0,353;-0,413;32,327;-0,386;-0,225;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0543";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;25,696;-0,057;-0,063;-0,047;-0,061;-0,094;-0,061
"*postComments_220";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;25,696;-0,057;-0,063;-0,047;-0,061;-0,094;-0,061
"*i_0542";-0,126;-0,162;-0,141;-0,165;-0,189;5,52;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;-0,188;7,235
"*i_0541";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postLikes_15800";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postReposts_203";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;66,757;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0540";-0,378;-0,485;-0,423;0,699;13,037;-0,464;-0,27;-0,539;-0,277;-0,234;9,196;-0,378;-0,284;-0,366;-0,566;-0,366
"*postLikes_953";-0,378;-0,485;-0,423;0,699;13,037;-0,464;-0,27;-0,539;-0,277;-0,234;9,196;-0,378;-0,284;-0,366;-0,566;-0,366
"*postDate_21-11-2025";-0,045;-0,017;-2,192;0,694;0,263;-2,545;1,034;6,647;-2,665;1,716;1,295;-1,804;-0,134;-3,526;0,992;-0,025
"*i_0539";-0,252;1,781;-0,282;-0,33;1,36;-0,309;-0,18;1,492;-0,185;5,015;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0538";-0,252;1,781;-0,282;-0,33;8,687;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*i_0537";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;37,707;-0,449;-0,231;3,667;-0,285;-0,315;-0,236;-0,305;0,826;-0,305
"*postComments_122";-0,505;-0,647;-0,565;-0,661;-0,757;0,343;40,643;-0,719;-0,369;1,703;0,794;-0,505;-0,378;-0,489;0,154;-0,489
"*i_0536";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;22,436;-0,244
"*i_0535";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;23,643;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0534";34,281;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;5,015;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0533";-0,315;1,138;-0,353;-0,413;-0,473;-0,386;-0,225;6,693;-0,231;-0,195;-0,285;-0,315;14,656;-0,305;-0,472;-0,305
"*postLikes_9200";-0,505;0,294;-0,565;-0,661;-0,757;-0,619;1,308;2,986;-0,369;-0,312;-0,457;-0,505;7,824;-0,489;2,738;-0,489
"*postComments_131";-0,004;5,696;-1,274;-1,492;-1,709;6,164;-0,813;4,69;-0,833;0,164;0,001;-1,139;1,833;-1,103;-1,703;-0,001
"*i_0532";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0531";-0,315;1,138;-0,353;-0,413;-0,473;1,24;-0,225;0,919;-0,231;3,667;2,094;-0,315;-0,236;-0,305;-0,472;-0,305
"*postComments_162";-0,315;1,138;-0,353;-0,413;-0,473;1,24;-0,225;0,919;-0,231;3,667;2,094;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0530";-0,315;-0,404;-0,353;37,257;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*i_0529";-0,315;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;6,693;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;0,826;1,878
"*i_0528";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;7,805;-0,126;-0,094;-0,122;4,358;-0,122
"*postComments_235";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;7,805;-0,126;-0,094;-0,122;4,358;-0,122
"*i_0527";-0,126;24,792;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*postDate_20-11-2025";7,96;-0,55;0,004;-0,041;0,012;-3,434;0,006;3,477;0,002;0,079;0,177;4,749;-2,1;-0,991;-2,27;-0,991
"*i_0526";26,268;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*postLikes_16000";24,017;-0,728;0,301;-0,744;-0,852;-0,696;-0,406;2,34;0,963;-0,351;-0,514;0,435;-0,426;-0,55;-0,85;-0,55
"*postComments_255";26,268;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*postReposts_184";26,268;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;-0,305
"*i_0525";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;19,877;-0,142;4,218;-0,283;-0,183
"*i_0524";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;10,145;-0,179;-0,092;11,87;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*i_0523";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_150";-0,631;0,093;2,935;-0,827;-0,947;-0,774;-0,451;0,042;-0,462;-0,39;-0,571;3,564;-0,473;21,716;-0,944;-0,611
"*i_0522";2,614;-0,323;-0,282;1,718;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0521";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;23,643;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*i_0520";34,281;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"*postLikes_17500";34,281;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"*postReposts_93";34,281;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0519";-0,378;-0,485;-0,423;-0,496;-0,568;-0,464;-0,27;5,016;-0,277;2,781;9,196;-0,378;-0,284;-0,366;0,496;-0,366
"*i_0518";-0,315;-0,404;9,092;-0,413;-0,473;-0,386;-0,225;0,919;15,063;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0517";-0,252;-0,323;-0,282;10,216;-0,378;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*i_0516";-0,252;-0,323;-0,282;-0,33;42,377;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0515";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;-0,039;-0,057;15,884;-0,047;-0,061;-0,094;-0,061
"*i_0514";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;2,74
"*postDate_19-11-2025";19,381;-3,922;-1,599;0,54;-0,006;-0,657;-2,185;0,308;0,393;-1,891;0,07;0,506;-0,663;-2,963;0,936;0,6
"*i_0513";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;9,253;4,033;-0,156;3,017;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0512";49,292;-0,404;-0,353;-0,413;0,82;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*postLikes_10100";12,93;-1,134;0,007;-1,159;-0,04;0;3,399;-1,26;-0,647;-0,547;-0,801;-0,885;-0,663;13,513;-0,038;-0,857
"*postReposts_102";18,339;6,261;-0,777;-0,91;1,275;-0,851;-0,496;0,011;-0,508;0,874;-0,629;-0,695;-0,521;-0,673;-1,039;-0,673
"*i_0511";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_96";-0,758;-0,971;-0,848;0,009;-1,137;-0,929;-0,541;1,135;-0,555;0,702;18,419;-0,758;-0,568;-0,734;4,111;0,149
"*i_0510";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"*postLikes_23000";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"*postReposts_129";4,047;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;12,865;-0,183
"*i_0509";-0,315;-0,404;-0,353;37,257;0,82;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0508";-0,189;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;-0,269;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0507";-0,442;-0,566;-0,494;-0,578;0,284;-0,541;-0,315;-0,629;-0,323;-0,273;1,087;-0,442;1,558;-0,428;20,999;-0,428
"*postReposts_61";-0,695;-0,89;-0,777;-0,91;0,003;0,062;-0,496;1,447;-0,508;-0,429;3,537;-0,695;0,539;-0,673;10,803;-0,673
"*i_0506";-0,252;-0,323;-0,282;-0,33;1,36;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;13,957;-0,189;-0,244;-0,377;-0,244
"*postLikes_679";-0,252;-0,323;-0,282;-0,33;1,36;-0,309;-0,18;1,492;-0,185;-0,156;-0,228;13,957;-0,189;-0,244;-0,377;-0,244
"*i_0505";-0,315;-0,404;-0,353;1,09;-0,473;8,115;-0,225;-0,449;-0,231;-0,195;-0,285;1,78;-0,236;-0,305;-0,472;1,878
"*i_0504";64,61;-0,485;-0,423;-0,496;-0,568;-0,464;-0,27;-0,539;-0,277;-0,234;-0,343;-0,378;-0,284;-0,366;-0,566;1,323
"*i_0503";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;7,805;-0,126;-0,094;-0,122;-0,188;7,235
"*postComments_580";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;7,805;-0,126;-0,094;-0,122;-0,188;7,235
"*i_0502";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;20,57;-0,283;-0,183
"*postLikes_10300";-0,505;0,294;0,457;-0,661;-0,757;-0,619;-0,361;0,194;-0,369;-0,312;-0,457;5,234;1,19;5,486;-0,755;-0,489
"*postReposts_109";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;5,798;20,57;-0,283;-0,183
"*postDate_18-11-2025";-0,113;-3,046;-0,279;0,029;12,626;3,298;-1,068;-0,229;-2,855;-0,038;-0,543;0,574;-1,183;-0,697;1,6;-0,079
"*i_0501";-0,315;-0,404;-0,353;-0,413;52,985;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;-0,305
"*i_0500";10,431;-0,404;1,466;-0,413;-0,473;-0,386;-0,225;0,919;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0499";-0,189;-0,242;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0498";-0,315;-0,404;-0,353;-0,413;0,82;8,115;2,995;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;0,826;-0,305
"*postComments_208";-0,315;-0,404;-0,353;-0,413;0,82;8,115;2,995;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;0,826;-0,305
"*postReposts_73";-1,012;2,959;8,862;-1,325;0,305;0,688;2,62;-1,44;-0,74;-0,625;-0,916;-1,012;2,385;-0,98;-0,114;-0,98
"*i_0497";-0,378;-0,485;-0,423;-0,496;-0,568;0,816;-0,27;5,016;-0,277;-0,234;-0,343;8,1;-0,284;-0,366;-0,566;1,323
"*postLikes_9400";-1,202;5,098;6,501;-1,575;-1,804;0,324;-0,859;4,159;-0,88;-0,743;-1,088;7,841;-0,901;-1,164;-1,798;-0,008
"*i_0496";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0495";-0,126;-0,162;6,134;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;6,975;-0,094;-0,122;-0,188;-0,122
"*i_0494";4,047;-0,242;3,494;-0,248;-0,284;-0,232;-0,135;2,506;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0493";-0,252;-0,323;-0,282;1,718;1,36;11,046;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*i_0492";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;42,514;-0,244
"*i_0491";-0,315;-0,404;-0,353;37,257;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0490";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;3,667;2,094;-0,315;-0,236;-0,305;16,808;-0,305
"*i_0489";-0,189;2,906;-0,212;-0,248;12,819;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0488";-0,442;-0,566;-0,494;-0,578;3,534;13,431;-0,315;-0,629;-0,323;-0,273;1,087;0,88;-0,331;-0,428;-0,66;-0,428
"*postComments_147";-0,505;-0,647;-0,565;-0,661;2,722;22,114;-0,361;-0,719;-0,369;-0,312;0,794;0,622;-0,378;-0,489;-0,755;-0,489
"*i_0487";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;-0,039;-0,057;15,884;-0,047;-0,061;-0,094;-0,061
"*postComments_435";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;-0,09;-0,046;-0,039;-0,057;15,884;-0,047;-0,061;-0,094;-0,061
"*i_0486";-0,378;-0,485;-0,423;-0,496;0,492;-0,464;-0,27;-0,539;-0,277;-0,234;-0,343;-0,378;-0,284;-0,366;42,654;-0,366
"*postDate_17-11-2025";0;-0,125;-0,027;0,071;-0,329;-0,92;0,207;-1,269;21,329;0,434;-1,955;2,099;-1,618;-2,091;1,621;-0,498
"*i_0485";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;6,143;-0,269;27,638;-0,117;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0484";31,777;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*postReposts_38";4,21;-0,062;-1,203;-0,073;-1,613;-1,318;0,103;2,006;-0,787;0,216;0,008;9,495;-0,806;-1,041;0,216;-1,041
"*i_0483";-0,126;-0,162;-0,141;5,105;-0,189;-0,154;-0,09;-0,179;-0,092;11,87;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*postReposts_110";1,78;-0,404;-0,353;1,09;-0,473;-0,386;-0,225;-0,449;-0,231;3,667;2,094;-0,315;-0,236;-0,305;-0,472;1,878
"*i_0482";-0,252;10,481;-0,282;-0,33;1,36;1,915;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;-0,244
"*postComments_0";-0,378;5,817;-0,423;-0,496;0,492;0,816;-0,27;-0,539;-0,277;2,781;-0,343;-0,378;-0,284;-0,366;0,496;-0,366
"*i_0481";-0,252;-0,323;-0,282;10,216;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;-0,377;-0,244
"*i_0480";-0,126;-0,162;-0,141;-0,165;-0,189;-0,154;-0,09;-0,179;43,424;-0,078;-0,114;-0,126;-0,094;-0,122;-0,188;-0,122
"*i_0479";-0,189;-0,242;-0,212;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;-0,117;-0,171;47,677;-0,142;-0,183;-0,283;-0,183
"*i_0478";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*postComments_57";-0,505;-0,647;4,422;-0,661;-0,757;22,114;-0,361;-0,719;-0,369;1,703;-0,457;-0,505;-0,378;-0,489;-0,755;0,675
"*postReposts_230";-0,189;-0,242;17,627;-0,248;-0,284;-0,232;-0,135;-0,269;-0,138;7,287;-0,171;-0,189;-0,142;-0,183;-0,283;-0,183
"*i_0477";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;47,387;-0,156;-0,228;-0,252;-0,189;-0,244;-0,377;2,74
"*i_0476";-0,063;-0,081;-0,07;-0,083;-0,095;-0,077;-0,045;11,157;-0,046;-0,039;-0,057;-0,063;-0,047;-0,061;-0,094;-0,061
"*i_0475";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;-0,236;10,844;16,808;-0,305
"*postDate_16-11-2025";-2,738;-3,509;-0,264;-1,731;-4,108;-3,355;-0,413;-0,09;0,683;-1,692;-2,478;0,086;14,002;18,503;25,843;-0,939
"*i_0474";-0,126;-0,162;6,134;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;6,975;-0,094;-0,122;-0,188;-0,122
"*postLikes_845";-0,126;-0,162;6,134;-0,165;-0,189;-0,154;-0,09;-0,179;-0,092;-0,078;-0,114;6,975;-0,094;-0,122;-0,188;-0,122
"*i_0473";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;4,164;-0,359;-0,185;-0,156;-0,228;-0,252;-0,189;-0,244;22,436;-0,244
"*i_0472";-0,315;-0,404;-0,353;-0,413;-0,473;-0,386;-0,225;-0,449;-0,231;-0,195;-0,285;-0,315;66,305;1,878;-0,472;-0,305
"*i_0471";-0,252;-0,323;-0,282;1,718;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;2,614;-0,189;-0,244;8,721;-0,244
"*i_0470";-0,252;-0,323;-0,282;-0,33;-0,378;-0,309;-0,18;-0,359;-0,185;-0,156;-0,228;-0,252;19,258;-0,244;8,721;-0,244
"*i_0469";-0,442;-0,566;-0,494;-0,578;-0,663;-0,541;-0,315;0,341;-0,323;-0,273;-0,4;-0,442;-0,331;82,789;-0,66;-0,428
"*postReposts_100";-0,442;-0,566;-0,494;-0,578;-0,663;-0,541;-0,315;0,341;-0,323;-0,273;-0,4;-0,442;-0,331;82,789;-0,66;-0,428
"*i_0468";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;19,767;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*postLikes_11900";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;19,767;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
"*postReposts_218";-0,252;-0,323;2,209;-0,33;-0,378;-0,309;-0,18;-0,359;19,767;-0,156;-0,228;-0,252;-0,189;-0,244;1,368;-0,244
