"";"*rts_a";"*rts_i"
"scientifiquement";5;9
"suggérer";5;13
"sonore";9;3
"distance";10;32
"dépendant";16;17
"croyance";20;17
"induire";4;7
"cellule";4;13
"opposition";4;10
"home";15;4
"vouvoyer";3;24
"différencier";4;8
"rectifier";2;8
"vallée";8;3
"potentiellement";5;17
"bourse";4;15
"repenser";3;13
"rip";3;11
"chevalier";5;5
"rendement";4;13
"résident";4;32
"médical";8;53
"inversement";4;10
"blessure";6;11
"endocrinien";6;4
"thérapie";4;7
"99";9;16
"sensibilisation";2;9
"confronter";4;10
"27";2;15
"incendie";2;10
"démonstration";3;13
"immédiatement";4;9
"700";4;9
"mêler";8;14
"parmis";7;11
"neutralité";3;18
"inapte";1;9
"outrance";9;8
"gâté";21;2
"pleinement";3;11
"pôle";15;7
"marchand";4;8
"jusque";6;8
"illusion";10;21
"parental";6;21
"secte";31;6
"man";5;5
"accélérer";5;11
"biologique";5;24
"approuver";2;10
"symbolique";2;16
"compatriote";2;11
"ventre";10;6
"gênant";8;10
"seuil";1;18
"alimentation";11;22
"hygiène";13;23
"culpabilité";2;16
"surconsommation";9;13
"psychologiquement";5;5
"tesla";3;14
"exigence";9;21
"vulnérable";4;21
"émouvoir";8;3
"abondance";5;5
"poupée";6;14
"économiser";4;37
"constant";4;15
"ferrari";21;0
"injustice";5;24
"mondialisation";5;6
"laine";5;5
"ongle";1;38
"garage";4;10
"2500";3;12
"poignée";5;6
"insensé";1;11
"palestinien";2;27
"palestine";4;127
"isolé";5;21
"claque";14;5
"détriment";2;31
"excessif";7;21
"masqué";2;11
"dollar";1;14
"récolter";5;13
"plainte";1;13
"instaurer";4;15
"solidaire";7;18
"résilience";3;10
"sapin";1;14
"destructeur";8;9
"contraste";4;6
"infiniment";7;6
"incels";1;13
"nouveauté";2;9
"enregistrer";7;9
"handicapé";8;6
"cotisation";1;33
"500";9;37
"banquier";4;8
"souveraineté";2;11
"neutre";5;41
"menacer";4;25
"artisanal";3;7
"b";11;19
"serpent";7;6
"case";4;12
"record";12;11
"cahier";11;6
"charge";1;48
"pétrolier";5;20
"animé";7;6
"volant";11;16
"is";2;15
"complexité";4;6
"chômeur";3;15
"ressource";18;62
"léman";6;10
"abstenir";5;9
"représentatif";10;14
"chaos";5;10
"incarner";3;9
"geneve";8;14
"lyon";6;7
"onu";3;22
"romain";5;6
"capitale";3;17
"cqfd";6;11
"introduire";8;9
"privilégier";3;32
"autonomie";8;6
"exportation";1;11
"frouze";3;10
"torture";3;7
"tarif";4;28
"wouah";9;1
"ecoute";3;7
"suppression";2;12
"sirène";5;6
"instruction";15;9
"sourd";4;7
"free";4;18
"cata";5;5
"tranche";6;11
"coop";30;15
"indécent";3;18
"rendez_vous";9;13
"denner";12;2
"concurrent";6;4
"fortement";3;33
"inacceptable";2;11
"végétarien";1;16
"gentiment";6;15
"instituteur";39;0
"vitrine";2;15
"piller";3;10
"accéder";2;10
"contradictoire";5;11
"planétaire";2;8
"fossile";3;37
"charbon";3;9
"effondrer";4;27
"dérégler";2;12
"néfaste";5;8
"complément";5;8
"maximum";8;32
"incapacité";3;11
"informatique";10;11
"grossier";5;7
"plateformes";3;15
"raisonner";5;12
"didier";1;12
"dictateur";1;9
"transférer";2;8
"ukraine";1;31
"démission";4;8
"paradoxe";2;9
"autonome";4;26
"complotiste";2;8
"déconnecter";7;15
"paiement";2;37
"no";4;22
"inclusif";3;13
"masquer";3;8
"mineur";5;73
"algorithme";1;9
"pc";10;20
"investissement";12;58
"concrètement";3;23
"écriture";9;21
"fracasser";2;10
"incompétent";5;19
"dynamique";8;9
"réunion";6;9
"tupperware";15;1
"matériau";5;9
"inox";1;9
"2019";6;6
"garde";7;8
"diminution";2;13
"natalité";3;21
"clique";5;8
"giec";9;5
"candidat";4;10
"brutal";10;4
"afghan";1;13
"chuter";2;11
"disparaitre";5;6
"avérer";6;13
"bullshit";3;7
"croissant";3;14
"trier";17;12
"calcul";105;49
"massif";3;31
"mathématique";4;6
"héritier";2;33
"programmer";2;9
"pic";2;11
"pertinence";7;5
"finance";3;33
"établir";6;29
"pair";1;11
"fiction";3;24
"dérèglement";1;25
"nestlé";2;8
"nestle";2;9
"fondation";1;10
"pib";2;14
"pente";4;7
"dominant";1;10
"engraisser";3;7
"surpopulation";4;6
"aberration";4;15
"absurdité";6;13
"conférence";4;13
"bandit";2;15
"sélectionner";8;13
"trajectoire";2;10
"consentement";5;12
"probable";2;9
"parasite";7;8
"consigne";26;2
"inciter";4;15
"effectif";2;28
"contraignant";1;13
"farine";1;10
"désespérant";3;7
"stérilisation";16;1
"world";3;9
"subvention";2;19
"promesse";2;22
"embaucher";5;19
"redistribution";1;13
"vider";4;8
"transparence";1;35
"dépense";1;54
"signer";4;31
"délit";4;16
"juridique";1;24
"interpréter";5;18
"enfantin";4;7
"maire";2;16
"vigueur";1;10
"assistant";6;18
"calculatrice";23;2
"multiplication";47;4
"grammaire";8;6
"réciter";14;0
"conjugaison";6;4
"ardoise";13;3
"universitaire";2;12
"addition";8;4
"calculette";8;2
"véridique";5;5
"biologie";2;10
"perroquet";3;11
"auquel";4;13
"faune";27;10
"emji_double_point_d_exclamation";6;5
"poli";6;4
"hpi";10;2
"emji_femme_qui_hausse_les_épaules_peau_légèrement_mate";2;11
"adéquat";1;10
"cap";4;6
"élémentaire";11;2
"bol";7;16
"empreinte";2;16
"contrat";6;33
"marge";4;38
"parenthèse";6;4
"alzheimer";4;6
"ruine";4;16
"pourcentage";4;41
"inclusion";2;8
"donneur";4;11
"cognitif";3;18
"ouvrier";3;24
"livraison";4;8
"rond";5;15
"quotidiennement";3;8
"étiquette";6;13
"géographie";4;8
"dégât";7;26
"dégradation";3;8
"autoritaire";2;10
"rétablir";3;10
"mécanisme";3;27
"rigoureux";2;8
"bouclier";1;12
"ampleur";3;19
"prématuré";4;6
"compliquer";3;12
"imbécile";6;7
"éclairer";3;15
"organe";5;10
"romandie";2;9
"séjour";9;16
"manifestement";2;9
"xénophobe";2;23
"adaptation";3;16
"motorisé";1;11
"réguler";10;14
"prostituer";13;0
"prostitué";14;1
"dissociation";17;1
"prostitution";31;5
"nuancé";2;10
"créature";9;5
"argumenter";2;20
"biaisé";1;17
"capital";1;45
"emprisonner";1;9
"omettre";2;15
"emji_billet_avec_des_ailes";4;11
"commande";2;12
"c1";1;16
"gain";3;19
"vigile";20;1
"poussette";4;7
"caddie";14;1
"piéger";12;8
"vigilance";7;4
"ticket";6;15
"croquette";26;1
"assaut";1;13
"désagréable";10;7
"sanction";7;14
"tapis";3;11
"transaction";1;11
"score";4;6
"vigilant";8;3
"patte";14;9
"durcir";1;12
"suspendre";4;7
"dalle";6;9
"drh";1;17
"10h";1;10
"deuil";19;4
"brésilien";2;14
"poulailler";10;0
"biodiversité";11;21
"sanglier";10;0
"carnivore";11;14
"fusil";1;14
"emji_renard";32;2
"céréale";11;8
"cygne";12;0
"débloquer";1;9
"nuire";2;11
"tique";13;1
"brut";4;12
"domestiquer";9;1
"morbide";12;3
"massacre";3;10
"nid";4;8
"vegan";5;18
"chaton";8;11
"espérance";9;11
"protéine";2;16
"corrélation";1;10
"herbe";11;5
"abonné";1;10
"majoritairement";2;30
"abandon";6;11
"humanitaire";2;14
"licencier";2;17
"garantie";3;14
"2007";2;8
"swiss";4;12
"caresser";9;2
"prélever";2;8
"athée";12;2
"seigneur";11;5
"emji_index_pointant_vers_le_haut";4;8
"mordre";1;9
"désert";4;8
"cueillir";9;2
"gluten";3;8
"abonner";4;7
"empaillé";13;0
"naturaliser";2;16
"1500";2;8
"déterminer";7;22
"bisounours";4;12
"alternative";3;32
"palais";6;12
"drone";1;17
"frein";2;8
"résulter";2;8
"communiste";3;27
"communisme";1;14
"pragmatique";5;9
"déformer";1;9
"fast_food";11;2
"fast";2;13
"fashion";2;8
"intelligemment";6;8
"relier";6;22
"transition";5;13
"anéantir";2;8
"expulser";1;11
"pdg";1;21
"abattoir";10;2
"cage";2;9
"stats";4;27
"échouer";2;15
"entraîneur";9;6
"liverpool";10;1
"finale";5;5
"uefa";10;9
"natif";1;18
"feng";10;0
"couture";16;2
"équité";1;38
"rural";3;8
"98";10;13
"baguette";4;6
"it";5;6
"drastiquement";2;13
"cambrioler";2;12
"palmarès";10;1
"cdm";2;15
"perdant";2;13
"tir";6;8
"nati";13;8
"tournoi";4;8
"rhétorique";1;10
"symbole";4;17
"deuxièmement";1;11
"bilatéral";2;11
"intimité";1;14
"locataire";8;12
"doucher";1;24
"accompagnement";2;18
"sélection";3;16
"cargo";2;8
"grandeur";2;10
"décevant";2;9
"expertise";2;8
"financement";3;27
"audience";5;9
"jazz";4;6
"glacier";1;13
"crédibilité";1;11
"ceo";1;13
"compétent";1;9
"emji_applaudissements_peau_légèrement_mate";4;9
"600";2;15
"bardot";5;22
"condoléance";2;20
"squat";14;0
"vrmt";2;9
"loger";1;11
"cicr";1;12
"interne";1;12
"soudain";1;12
"tabasser";7;11
"orient";1;12
"abri";3;31
"chercheur";5;12
"t_shirt";2;8
"arrogant";5;8
"parmelin";1;11
"résider";1;10
"récompense";3;7
"moralement";3;11
"dévier";2;10
"criminalité";1;32
"bracelet";1;13
"rh";1;28
"participant";1;11
"950";12;2
"2cv";10;0
"abo";1;15
"relativiser";2;13
"procès";1;16
"lynx";20;1
"inhumain";1;9
"hollywood";1;12
"cardiaque";5;11
"colis";16;7
"express";5;11
"importé";1;13
"wii";12;0
"résidence";1;15
"constitution";1;25
"structurel";1;19
"ofs";1;18
"compétitif";1;10
"louvre";1;29
"emji_poignée_de_main";3;7
"turc";31;6
"jogging";4;15
"icône";2;8
"kebab";5;6
"exclusion";1;10
"convention";1;15
"ménopause";14;1
"2027";1;9
"manif";1;29
"asf";1;22
"cible";1;13
"diplomatie";2;9
"pyjama";1;9
"master";1;12
"poussin";9;8
"pourvoir";1;14
"compartiment";2;8
"supposition";2;11
"administratif";1;19
"emji_grand_carré_noir";0;38
"epstein";0;20
"signature";0;19
"kosovo";0;10
"immobilier";0;42
"mio";0;39
"proportionnellement";0;18
"50mio";0;17
"millionaires";0;10
"méritocratie";0;10
"pollueur";0;14
"massivement";0;20
"délocaliser";0;15
"imposition";0;18
"socialisme";0;23
"prolétaire";0;11
"50m";0;14
"pme";0;18
"6000";0;11
"fiscalité";0;11
"taxation";0;15
"7000";0;12
"pénaliser";0;11
"fiscalement";0;10
"fortuné";0;13
"cop";0;29
"zucman";0;11
"bern";0;15
"tva";0;11
"ratio";0;10
"colossal";0;12
"htag_cqfd";0;17
"contradiction";0;17
"budgétaire";0;32
"objectivité";0;15
"démocratique";0;27
"publiquement";0;21
"ag";0;12
"levier";0;10
"foutage";0;10
"fascisme";0;18
"cambriolage";0;22
"temu";0;34
"nécessairement";0;11
"annemasse";0;17
"urgent";0;12
"subventionner";0;18
"quid";0;10
"main_d_oeuvre";0;11
"gaza";0;32
"narratif";0;12
"btc";0;20
"homicide";0;22
"statistiquement";0;12
"contrepartie";0;10
"mascarade";0;13
"states";0;12
"emji_drapeau_territoires_palestiniens";0;34
"yodel";0;11
"mandat";0;18
"génocide";0;24
"manifestant";0;25
"électeur";0;12
"négociation";0;35
"contribution";0;14
"affect";0;19
"gruyère";0;20
"asile";0;10
"productivité";0;13
"après_des";0;14
"lingot";0;16
"serafe";0;19
"parascolaire";0;13
"vestiaire";0;13
"espion";0;10
"migrant";0;25
"pension";0;13
"ruissellement";0;11
"contrer";0;10
"emji_chaînons";0;15
"compétitivité";0;10
"métal";0;10
"b1";0;21
"b2";0;34
"c2";0;19
"juriste";0;20
"cfc";0;14
"économiquement";0;11
"visuel";0;10
"nuisance";0;12
"maternité";0;15
"négociateur";0;10
"steak";0;11
"activement";0;15
"hamas";0;16
"malpoli";0;16
"atrocité";0;10
"potable";0;12
"horlogerie";0;14
"otage";0;11
"genocide";0;11
"israélien";0;10
"bitcoin";0;25
"wikipédia";0;10
"inégal";0;11
"terroriste";0;10
"mobilier";0;10
"inaction";0;10
"armer";0;14
"stationnement";0;12
"dicter";0;10
"gitan";0;10
"importation";0;19
"immatriculation";0;11
"démocrate";0;16
"bolivie";0;12
"milei";0;12
"uruguay";0;11
"pirater";0;10
"coca";0;12
"intercontinental";0;11
"pia";0;16
"libéralisme";0;12
"pédophilie";0;13
"régie";0;14
"bilatérales";0;10
"fumigène";0;21
"taser";0;23
"migrantes";0;10
"fiv";0;11
"sud_américain";0;13
"océanie";0;20
