"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"*postComments_129";-0,924;-0,405;-1,243;-0,733;-0,667;16,071;-1,184;17,85;0;1,114;-0,775;-0,608;-1,344
"*i_0449";-0,461;-0,202;-0,621;-0,366;1,62;4,458;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"*postComments_226";-0,461;-0,202;-0,621;-0,366;1,62;4,458;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"*i_0448";-0,369;54,168;-0,497;-0,293;-0,266;-0,483;-0,473;4,656;-0,437;-0,154;-0,31;-0,243;-0,537
"*postLikes_923";-0,369;54,168;-0,497;-0,293;-0,266;-0,483;-0,473;4,656;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0447";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"*postLikes_11700";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"*postComments_177";9,639;-0,487;-1,492;-0,879;0,09;6,385;-0,064;-0,496;-0,031;0,723;-0,931;-0,73;-1,614
"*postReposts_211";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"*i_0446";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;5,092;-0,31;-0,243;5,591
"*postLikes_27600";0,031;-0,405;3,67;-0,733;-0,667;-0,006;-0,003;-0,413;-1,095;7,462;-0,775;-0,608;0,641
"*postReposts_418";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;5,092;-0,31;-0,243;5,591
"*i_0445";-0,277;31,656;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;3,078;-0,182;-0,403
"*i_0444";-0,369;-0,162;-0,497;-0,293;-0,266;6,421;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*postReposts_573";-0,369;-0,162;-0,497;-0,293;-0,266;6,421;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0443";-0,277;6,964;1,52;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;3,078;-0,182;-0,403
"*i_0442";0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0441";-0,092;-0,04;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;9,154;-0,038;-0,077;-0,061;-0,134
"*i_0440";-0,277;-0,121;-0,372;3,325;-0,2;-0,362;-0,355;6,805;-0,328;-0,115;-0,232;-0,182;1,33
"*i_0439";-0,369;-0,162;-0,497;-0,293;-0,266;17,209;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*postComments_101";-1,016;-0,446;-1,367;-0,806;8,335;13,823;-1,303;0,762;0,862;-0,424;-0,853;-0,669;-1,479
"*i_0438";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;35,619;-0,537
"*i_0437";6,447;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"*i_0436";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;17,575;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0435";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;3,728;-0,387;51,192;-0,672
"*i_0434";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;25,516;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postLikes_17600";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;25,516;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postReposts_377";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;25,516;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0433";-0,369;-0,162;0,795;-0,293;-0,266;0,846;0,881;4,656;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0432";-0,369;4,774;0,795;-0,293;-0,266;0,846;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*postDate_12-11-2025";-0,001;0,723;-3,953;-3,541;-3,223;0,738;10,663;0,005;1,222;-1,862;-1,89;-0,217;2,223
"*i_0431";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;3,078;-0,182;1,33
"*i_0430";-0,369;4,774;-0,497;-0,293;-0,266;0,846;0,881;4,656;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0429";0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0428";-0,461;-0,202;-0,621;-0,366;-0,333;4,458;4,584;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postComments_412";-0,461;-0,202;-0,621;-0,366;-0,333;4,458;4,584;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0427";33,151;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0426";-0,369;-0,162;-0,497;-0,293;-0,266;6,421;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0425";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;-0,473;4,656;-0,437;-0,154;-0,31;-0,243;5,591
"*postLikes_24300";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;-0,473;4,656;-0,437;-0,154;-0,31;-0,243;5,591
"*i_0424";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;9,99;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
"*i_0423";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;9,99;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
"*i_0422";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;37,296
"*i_0421";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;25,391;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"*i_0420";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;0,581;-0,192;-0,387;10,902;0,32
"*postComments_306";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;0,581;-0,192;-0,387;10,902;0,32
"*i_0419";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;3,632;-0,077;-0,155;-0,121;2,794
"*i_0418";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;0,881;4,656;1,035;-0,154;-0,31;-0,243;-0,537
"*postReposts_208";-0,554;-0,243;-0,745;-0,439;-0,4;0,218;0,236;13,617;0,314;2,831;-0,465;-0,365;-0,806
"*i_0417";-0,277;-0,121;-0,372;-0,219;3,766;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;8,653
"*i_0416";-0,369;-0,162;-0,497;-0,293;-0,266;17,209;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0415";21,505;-0,284;0,075;-0,512;-0,466;-0,845;-0,829;-0,289;0,155;2,201;-0,542;-0,425;-0,941
"*i_0414";-0,554;-0,243;-0,745;-0,439;1,116;0,218;3,291;2,548;0,314;-0,231;-0,465;-0,365;-0,806
"*i_0413";-0,369;-0,162;-0,497;-0,293;-0,266;17,209;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0412";-0,461;3,476;-0,621;-0,366;24,724;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postComments_98";-0,831;1,259;-1,118;-0,659;56,267;-1,087;-1,066;-0,372;1,554;-0,347;-0,698;-0,547;-1,21
"*i_0411";-0,461;3,476;0,41;-0,366;-0,333;-0,603;12,932;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"*i_0410";-0,461;17,464;0,41;-0,366;-0,333;0,445;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0409";-0,277;-0,121;-0,372;-0,219;3,766;-0,362;9,99;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"*i_0408";-0,554;-0,243;-0,745;-0,439;-0,4;-0,724;-0,71;-0,248;0,314;-0,231;16,515;8,491;-0,806
"*postDate_10-11-2025";-0,322;2,927;-7,78;-4,586;1,267;-1,211;-2,181;-0,91;2,785;-2,412;7,527;39,678;-1,74
"*i_0407";-0,369;4,774;-0,497;-0,293;-0,266;6,421;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0406";26,342;-0,243;-0,745;-0,439;-0,4;-0,724;-0,71;-0,248;3,73;-0,231;-0,465;-0,365;-0,806
"*i_0405";-0,554;-0,243;-0,745;-0,439;7,537;-0,724;-0,71;-0,248;0,314;-0,231;-0,465;-0,365;8,389
"*i_0404";-0,461;17,464;-0,621;-0,366;1,62;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postComments_298";-0,461;17,464;-0,621;-0,366;1,62;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0403";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;51,192;-0,672
"*postComments_192";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;51,192;-0,672
"*i_0402";-0,461;17,464;-0,621;-0,366;-0,333;0,445;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postReposts_181";-0,461;17,464;-0,621;-0,366;-0,333;0,445;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0401";-0,554;-0,243;-0,745;-0,439;-0,4;-0,724;-0,71;2,548;0,314;-0,231;0,81;8,491;0,135
"*i_0400";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;39,797;-0,304;-0,672
"*postComments_362";-0,739;-0,324;-0,994;-0,586;-0,533;0,025;0,031;-0,331;2,071;-0,308;22,028;-0,486;-1,075
"*i_0399";-0,369;-0,162;-0,497;-0,293;32,351;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0398";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;-0,547;-0,192;8,083;10,902;-0,672
"*i_0397";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;82,471;-0,672
"*i_0396";-0,554;2,625;-0,745;-0,439;-0,4;0,218;3,291;-0,248;0,314;-0,231;-0,465;-0,365;0,135
"*i_0395";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;12,932;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0394";-0,924;-0,405;-1,243;-0,733;-0,667;-1,208;-1,184;-0,413;-1,095;-0,385;129,441;-0,608;-1,344
"*i_0393";-0,461;42,166;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;1,233;-0,304;-0,672
"*postLikes_11300";-0,461;42,166;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;1,233;-0,304;-0,672
"*i_0392";-0,646;-0,284;-0,869;-0,512;-0,466;7,523;-0,829;-0,289;0,155;-0,27;-0,542;17,921;-0,941
"*i_0391";-0,554;2,625;-0,745;-0,439;-0,4;-0,724;-0,71;-0,248;-0,656;-0,231;-0,465;-0,365;29,44
"*postLikes_18500";-0,554;2,625;-0,745;-0,439;-0,4;-0,724;-0,71;-0,248;-0,656;-0,231;-0,465;-0,365;29,44
"*i_0390";-0,092;-0,04;-0,124;-0,073;15,029;-0,121;-0,118;-0,041;-0,109;-0,038;-0,077;-0,061;-0,134
"*i_0389";-0,277;6,964;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;1,33
"*i_0388";1,42;4,774;-0,497;-0,293;-0,266;-0,483;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0387";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;4,656;1,035;-0,154;1,906;-0,243;-0,537
"*postDate_8-11-2025";-0,39;5,045;-0,474;-1,842;-0,433;4,491;-0,353;0,551;-0,195;0,012;0,6;-3,063;0,228
"*i_0386";5,056;-0,446;-0,042;0,09;0,153;-1,329;-1,303;-0,455;-0,007;-0,424;14,075;-0,669;-1,479
"*i_0385";-0,554;63,348;-0,745;-0,439;-0,4;0,218;-0,71;-0,248;-0,656;2,831;-0,465;-0,365;-0,806
"*i_0384";-0,369;-0,162;-0,497;-0,293;-0,266;17,209;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0383";-0,461;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;22,295
"*i_0382";-0,369;-0,162;-0,497;-0,293;-0,266;33,209;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0381";-0,461;3,476;-0,621;-0,366;1,62;-0,603;4,584;3,383;-0,547;-0,192;-0,387;-0,304;-0,672
"*i_0380";-0,369;-0,162;0,795;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"*i_0379";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;11,144;-0,219;12,026;-0,155;-0,121;-0,268
"*i_0378";-0,461;-0,202;0,41;-0,366;-0,333;0,445;4,584;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0377";-0,461;-0,202;-0,621;-0,366;1,62;4,458;0,471;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0376";-0,369;-0,162;-0,497;-0,293;-0,266;6,421;-0,473;-0,165;1,035;-0,154;1,906;-0,243;-0,537
"*i_0375";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;33,86;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0374";-0,554;-0,243;-0,745;-0,439;7,537;0,218;0,236;-0,248;-0,656;2,831;-0,465;-0,365;0,135
"*i_0373";-0,092;-0,04;-0,124;-0,073;-0,067;-0,121;-0,118;-0,041;-0,109;-0,038;12,922;-0,061;-0,134
"*i_0372";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0371";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;12,026;-0,155;-0,121;2,794
"*i_0370";-0,277;-0,121;-0,372;-0,219;-0,2;1,594;-0,355;6,805;1,864;-0,115;-0,232;-0,182;-0,403
"*postComments_387";-0,277;-0,121;-0,372;-0,219;-0,2;1,594;-0,355;6,805;1,864;-0,115;-0,232;-0,182;-0,403
"*i_0369";-0,369;-0,162;-0,497;-0,293;13,103;0,846;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0368";-0,461;17,464;-0,621;-0,366;-0,333;-0,603;4,584;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0367";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;6,582;-0,165;-0,437;-0,154;-0,31;-0,243;5,591
"*i_0366";-0,461;-0,202;-0,621;-0,366;-0,333;12,641;-0,592;3,383;-0,547;3,728;-0,387;-0,304;-0,672
"*postComments_88";-1,48;-0,649;-1,99;-1,173;0;3,391;0,063;0,221;0,127;0,292;3,22;1,367;-2,153
"*i_0365";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;1,645;6,805;-0,328;-0,115;-0,232;4,243;-0,403
"*i_0364";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;35,619;-0,537
"*i_0363";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;1,233;27,336;-0,672
"*i_0362";0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0361";6,447;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"*i_0360";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;3,383;0,581;-0,192;8,083;-0,304;-0,672
"*postComments_211";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;3,383;0,581;-0,192;8,083;-0,304;-0,672
"*i_0359";-0,369;-0,162;-0,497;2,085;-0,266;0,846;-0,473;-0,165;1,035;-0,154;-0,31;2,758;-0,537
"*i_0358";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;27,61;-0,243;-0,537
"*postComments_214";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;0,581;-0,192;20,937;-0,304;-0,672
"*i_0357";-0,461;-0,202;-0,621;-0,366;1,62;4,458;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;0,32
"*i_0356";-0,369;-0,162;-0,497;-0,293;2,408;6,421;-0,473;-0,165;-0,437;5,092;-0,31;-0,243;-0,537
"*i_0355";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;29,831
"*postReposts_212";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;29,831
"*i_0354";2,406;31,656;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"*postReposts_422";2,406;31,656;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;-0,403
"*i_0353";0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0352";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;82,471;-0,672
"*i_0351";-0,277;-0,121;-0,372;-0,219;-0,2;9,774;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
"*i_0350";-0,461;-0,202;-0,621;-0,366;-0,333;12,641;0,471;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"*i_0349";-0,369;-0,162;-0,497;-0,293;2,408;0,846;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0348";-0,369;-0,162;-0,497;-0,293;-0,266;0,846;-0,473;-0,165;1,035;-0,154;1,906;-0,243;0,665
"*i_0347";-0,369;4,774;-0,497;-0,293;2,408;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*postComments_263";-0,369;4,774;-0,497;-0,293;2,408;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0346";-0,092;-0,04;-0,124;-0,073;-0,067;-0,121;-0,118;24,243;-0,109;-0,038;-0,077;-0,061;-0,134
"*i_0345";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;20,67;-0,403
"*i_0344";-0,277;6,964;-0,372;-0,219;-0,2;1,594;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;-0,403
"*i_0343";-0,369;22,776;-0,497;-0,293;2,408;-0,483;0,881;-0,165;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0342";-0,369;-0,162;-0,497;-0,293;32,351;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*postComments_260";-0,369;-0,162;-0,497;-0,293;32,351;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*postDate_4-11-2025";5,308;0,201;-5,424;-1,157;1,467;-0,036;-3,363;-0,84;1,812;-2,333;1,829;-0,641;2,459
"*i_0341";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"*postLikes_12800";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"*postReposts_149";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;15,312
"*i_0340";0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0339";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;11,006;2,758;-0,537
"*i_0338";26,342;-0,243;-0,745;-0,439;-0,4;-0,724;-0,71;2,548;0,314;-0,231;-0,465;-0,365;-0,806
"*i_0337";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;0,581;-0,192;39,797;-0,304;-0,672
"*i_0336";-0,461;-0,202;-0,621;8,681;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;3,807
"*i_0335";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;3,632;-0,077;-0,155;7,273;-0,268
"*i_0334";-0,461;-0,202;-0,621;-0,366;24,724;0,445;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0333";39,535;-0,365;-1,118;-0,659;-0,6;-1,087;0,003;-0,372;0,016;-0,347;-0,698;-0,547;-0,004
"*i_0332";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*postComments_310";-0,461;-0,202;-0,621;-0,366;-0,333;24,995;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0331";-0,369;4,774;0,795;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;5,591
"*postComments_183";-0,739;1,59;0,018;-0,586;-0,533;-0,966;-0,947;-0,331;-0,875;-0,308;22,028;-0,486;1,332
"*i_0330";-0,369;4,774;-0,497;-0,293;-0,266;0,846;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0329";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;-0,115;-0,232;-0,182;22,369
"*i_0328";-0,461;-0,202;-0,621;-0,366;24,724;-0,603;-0,592;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0327";33,151;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;1,233;-0,304;-0,672
"*i_0326";-0,461;3,476;-0,621;-0,366;24,724;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0325";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;1,906;35,619;-0,537
"*i_0324";-0,461;-0,202;-0,621;-0,366;24,724;-0,603;-0,592;-0,206;0,581;-0,192;-0,387;1,892;-0,672
"*i_0323";8,751;-0,324;0,018;-0,586;-0,533;-0,966;-0,947;-0,331;0,063;-0,308;-0,62;-0,486;5,061
"*i_0322";-0,369;54,168;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0321";-0,369;-0,162;-0,497;-0,293;-0,266;17,209;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0320";-0,461;-0,202;-0,621;-0,366;9,75;0,445;-0,592;-0,206;0,581;-0,192;-0,387;1,892;-0,672
"*i_0319";-0,369;4,774;-0,497;-0,293;-0,266;-0,483;0,881;22,296;-0,437;-0,154;-0,31;-0,243;-0,537
"*i_0318";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;-0,592;3,383;0,581;-0,192;20,937;-0,304;-0,672
"*i_0317";0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0316";-0,461;-0,202;-0,621;-0,366;1,62;24,995;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;-0,672
"*i_0315";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;0,581;-0,192;20,937;-0,304;-0,672
"*postReposts_133";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;0,581;-0,192;20,937;-0,304;-0,672
"*i_0314";22,94;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0313";-0,646;-0,284;-0,869;-0,512;0,776;15,709;0,102;-0,289;0,155;-0,27;-0,542;-0,425;-0,941
"*i_0312";-0,461;3,476;-0,621;-0,366;-0,333;-0,603;4,584;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0311";-0,369;-0,162;-0,497;-0,293;13,103;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*i_0310";-0,461;-0,202;-0,621;-0,366;1,62;12,641;-0,592;-0,206;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0309";17,209;-0,202;0,41;-0,366;-0,333;-0,603;-0,592;-0,206;-0,547;-0,192;-0,387;-0,304;0,32
"*i_0308";-0,461;-0,202;-0,621;-0,366;-0,333;-0,603;0,471;-0,206;-0,547;3,728;-0,387;27,336;-0,672
"*i_0307";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;15,928;-0,182;-0,403
"*i_0306";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;16,924;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*i_0305";-0,184;-0,081;-0,248;-0,146;6,549;3,209;-0,237;-0,083;-0,219;-0,077;-0,155;-0,121;-0,268
"*i_0304";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;1,645;-0,124;1,864;-0,115;-0,232;4,243;-0,403
"*postDate_1-11-2025";-5,595;0,201;-2,251;-4,436;1,467;0,052;-0,021;9,465;1,812;-0,023;-0,024;2,059;-0,002
"*i_0303";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;25,85;-0,121;-0,268
"*postComments_747";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;-0,083;-0,219;-0,077;25,85;-0,121;-0,268
"*i_0302";-0,369;-0,162;-0,497;-0,293;2,408;0,846;0,881;-0,165;1,035;-0,154;-0,31;-0,243;-0,537
"*postComments_261";-0,739;-0,324;-0,994;-0,586;0,537;1,693;1,764;-0,331;0,063;-0,308;-0,62;-0,486;1,332
"*i_0301";-0,554;-0,243;-0,745;-0,439;19,662;-0,724;0,236;-0,248;0,314;-0,231;-0,465;1,334;-0,806
"*i_0300";-0,184;-0,081;-0,248;-0,146;-0,133;-0,241;-0,237;11,144;-0,219;-0,077;-0,155;-0,121;2,794
"*i_0299";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;-0,437;-0,154;-0,31;-0,243;29,831
"*i_0298";-0,461;-0,202;-0,621;-0,366;1,62;12,641;-0,592;-0,206;-0,547;3,728;-0,387;-0,304;-0,672
"*i_0297";-0,924;6,959;-1,243;-0,733;-0,667;-0,006;-0,003;55,802;0;-0,385;-0,775;-0,608;-1,344
"*i_0296";-0,461;-0,202;-0,621;-0,366;-0,333;0,445;-0,592;-0,206;0,581;-0,192;-0,387;27,336;-0,672
"*i_0295";-0,277;6,964;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;1,33
"*postComments_99";-0,277;6,964;-0,372;-0,219;-0,2;-0,362;-0,355;-0,124;1,864;-0,115;-0,232;-0,182;1,33
"*i_0294";-0,369;-0,162;0,795;-0,293;-0,266;-0,483;0,881;-0,165;1,035;-0,154;-0,31;-0,243;0,665
"*i_0293";-0,369;-0,162;-0,497;-0,293;-0,266;-0,483;-0,473;-0,165;1,035;-0,154;11,006;2,758;-0,537
"*i_0292";-0,461;-0,202;-0,621;-0,366;1,62;0,445;0,471;3,383;0,581;-0,192;-0,387;-0,304;-0,672
"*i_0291";-0,277;-0,121;9,463;-0,219;-0,2;-0,362;-0,355;-0,124;-0,328;7,39;-0,232;-0,182;-0,403
