"";"classe 1";"classe 2"
"courtois";1;0,131
"couille";1;0,73
"cou";1;0,73
"correcteur";1;0,73
"copie";0,412;1
"cop";1;0,73
"contributeurs";0,047;1
"contribuable";1;0,131
"construction";0,412;1
"connexion";1;0,131
"connaitre";1;0,131
"conjoncture";0,412;1
"conditionner";0,412;1
"concitoyen";1;0,73
"concert";0,412;1
"comptabiliser";0,412;1
"compromis";0,412;1
"composition";1;0,73
"compatir";1;0,73
"commentes";0,047;1
"comm";1;0,131
"come";1;0,73
"combinaison";1;0,73
"combattant";1;0,131
"colonne";1;0,73
"coloniser";1;0,73
"colonial";0,047;1
"colon";0,412;1
"cochon";0,412;1
"cliquer";0,412;1
"clin";0,047;1
"clarifier";0,047;1
"clan";0,047;1
"chouine";1;0,73
"chips";0,412;1
"checking";0,047;1
"chaussette";1;0,131
"chauffer";1;0,131
"chaton";0,412;1
"chasser";1;0,73
"chantage";0,412;1
"chair";1;0,131
"certifier";0,412;1
"cave";0,047;1
"cartouche";1;0,131
"carré";1;0,131
"carnivore";0,047;1
"capitale";0,412;1
"cap";0,047;1
"canal";0,412;1
"camerounais";1;0,131
"bénévolat";1;0,73
"bureau";1;0,73
"bug";0,412;1
"broyer";1;0,131
"brasser";1;0,73
"bouleverser";1;0,73
"bouillie";1;0,131
"bonsoir";0,412;1
"bol";0,412;1
"boisson";1;0,73
"bobo";0,412;1
"blick";1;0,73
"blast";0,047;1
"bla_bla";1;0,73
"biologie";0,412;1
"bienfait";0,047;1
"bien_pensant";1;0,73
"bidon";0,412;1
"bibliothèque";0,047;1
"biaiser";0,047;1
"bfm";0,412;1
"belgique";1;0,131
"barre";1;0,73
"banal";0,412;1
"baguette";1;0,131
"avion";1;0,131
"aviaire";0,412;1
"automne";1;0,131
"authenticité";1;0,73
"auprès_des";1;0,73
"aulieu";1;0,73
"assemblée";0,047;1
"arnaque";0,412;1
"arbre";1;0,73
"apte";0,412;1
"approuver";0,412;1
"approprier";1;0,131
"apport";0,047;1
"anticiper";1;0,131
"anorexie";0,412;1
"animosité";1;0,131
"animer";1;0,73
"animaliste";0,412;1
"angoisse";0,412;1
"angle";1;0,73
"and";0,047;1
"aminé";0,047;1
"amer";0,412;1
"amende";1;0,131
"amazonien";1;0,73
"alpiniste";0,412;1
"allier";1;0,73
"alimentaire";0,047;1
"aliment";1;0,73
"albert";1;0,131
"ahahaha";1;0,131
"agacer";1;0,73
"affûter";1;0,131
"affection";1;0,73
"admirer";1;0,73
"administration";0,412;1
"addor";1;0,73
"activement";1;0,73
"acharner";0,412;1
"accompagnement";1;0,131
"acceptation";1;0,73
"acceptable";0,412;1
"accentuer";0,047;1
"abruti";0,412;1
"abriter";1;0,73
"5k";1;0,73
"4j";0,412;1
"2x";1;0,131
"2e";0,412;1
"2ans";1;0,131
"1h";1;0,73
"10h";1;0,131
"*rts_i";1;1
"*i_0501";0,004;1
"*postLikes_5000";0,153;1
"*postComments_64";0;1
"*postReposts_21";1;0,733
"*postDate_18-11-2025";0,212;1
"*commentDate_19-11-2025";0,053;1
"*commentLikes_1";1;0,008
"*lang_fr";1;1
"*commentDate_18-11-2025";0,539;1
"*commentLikes_211";0,846;1
"*commentLikes_4";1;0,572
"*commentDate_20-11-2025";1;0,149
"*commentLikes_0";1;0,777
"*commentLikes_2";0,082;1
"*commentLikes_12";0,189;1
"*commentLikes_8";1;0,854
"*commentLikes_3";0,523;1
"*commentLikes_5";0,12;1
"*i_0502";1;0,131
"*postLikes_10300";1;0,005
"*postComments_79";0;1
"*postReposts_109";1;0,131
"*i_0503";1;0,761
"*postLikes_5400";0,052;1
"*postComments_580";1;0,761
"*postReposts_31";0,473;1
"*postDate_19-11-2025";0,007;1
"*commentLikes_21";1;0,744
"*commentLikes_11";1;0,28
"*commentLikes_36";0,607;1
"*commentLikes_67";1;0,55
"*commentLikes_7";0,815;1
"*commentDate_24-11-2025";0;1
"*commentDate_25-11-2025";0,239;1
"*commentLikes_192";0,846;1
"*commentLikes_18";1;0,306
"*commentLikes_6";0,535;1
"*commentDate_22-11-2025";0,04;1
"*commentDate_23-11-2025";1;0,032
"*commentLikes_25";1;0,659
"*commentLikes_38";1;0,517
"*commentDate_21-11-2025";1;0,004
"*commentLikes_10";0,058;1
"*i_0505";0,001;1
"*postLikes_6400";0,008;1
"*postComments_202";0,001;1
"*postReposts_17";1;0,114
"*commentLikes_17";0,298;1
"*commentLikes_23";1;0,784
"*commentLikes_82";1;0,033
"*commentLikes_24";0,023;1
"*commentLikes_48";0,784;1
"*i_0506";1;0,745
"*postLikes_679";1;0,745
"*postComments_14";1;0,306
"*postReposts_10";0;1
"*i_0507";0,048;1
"*postLikes_4800";0,004;1
"*postComments_24";0,625;1
"*postReposts_61";0,134;1
"*commentLikes_29";1;0,971
"*commentDate_2-12-2025";1;0,435
"*i_0508";1;0,365
"*postLikes_4500";1;0,057
"*postComments_86";1;0,137
"*postReposts_41";1;0,275
"*i_0509";1;0,189
"*postLikes_1800";0,107;1
"*postComments_29";1;0,148
"*commentLikes_39";1;0,048
"*i_0510";0,29;1
"*postLikes_23000";0,29;1
"*postComments_58";0,009;1
"*postReposts_129";0,29;1
"*commentLikes_30";1;0,723
"*commentLikes_9";0,175;1
"*i_0511";0,001;1
"*postLikes_3600";1;0,659
"*postComments_96";1;0,353
"*postReposts_28";1;0,037
"*commentLikes_81";1;0,73
"*commentLikes_383";0,412;1
"*commentLikes_13";0,337;1
"*commentLikes_61";1;0,295
"*commentLikes_19";0,994;1
"*commentLikes_94";0,784;1
"*i_0512";0,251;1
"*postLikes_10100";1;0,576
"*postComments_39";0,196;1
"*postReposts_102";0,794;1
"*i_0513";1;0,399
"*postComments_41";0,307;1
"*postReposts_88";0;1
"*commentLikes_16";1;0,501
"*commentLikes_127";0,412;1
"*commentLikes_22";0,818;1
"*i_0514";1;0,838
"*postLikes_2900";1;0,436
"*postComments_37";1;0,252
"*postReposts_18";0,028;1
"*i_0515";1;0,014
"*postLikes_3200";1;0,052
"*postComments_77";1;0,043
"*postReposts_16";1;0,003
"*postDate_20-11-2025";1;0
"*commentLikes_41";0,607;1
"*commentLikes_203";1;0,383
"*commentLikes_46";1;0,572
"*i_0516";0,748;1
"*postLikes_4000";0,478;1
"*postComments_38";1;0,435
"*postReposts_5";0,509;1
"*commentLikes_43";0,583;1
"*commentLikes_50";0,654;1
"*commentLikes_117";0,412;1
"*commentLikes_104";1;0,73
"*i_0517";1;0,081
"*postLikes_1700";0;1
"*postComments_22";1;0,262
"*postReposts_4";1;0,477
"*i_0518";1;0,626
"*postLikes_3000";1;0,004
"*postComments_17";0,351;1
"*postReposts_13";0;1
"*commentLikes_65";0,27;1
"*i_0519";1;0,295
"*postLikes_3400";1;0,044
"*postComments_25";1;0,167
"*i_0520";1;0,033
"*postLikes_17500";1;0,033
"*postComments_78";1;0,185
"*postReposts_93";1;0,033
"*commentLikes_20";0,254;1
"*i_0521";1;0,063
"*postLikes_4100";1;0,628
"*postComments_35";1;0,058
"*postReposts_101";1;0
"*commentLikes_68";0,784;1
"*commentLikes_103";1;0,885
"*i_0522";0,988;1
"*postLikes_5100";1;0,157
"*postComments_119";1;0,466
"*commentLikes_207";1;0,131
"*i_0523";1;0,923
"*postLikes_4400";1;0,898
"*postComments_127";0,74;1
"*postReposts_150";1;0,005
"*commentLikes_27";0,134;1
"*i_0524";0,412;1
"*postLikes_7800";0,483;1
"*postComments_16";0,093;1
"*i_0525";0,846;1
"*postLikes_1300";0,854;1
"*postComments_50";0,365;1
"*postReposts_24";1;0,42
"*i_0526";1;0,003
"*postLikes_16000";1;0,002
"*postComments_255";1;0,003
"*postReposts_184";1;0,003
"*commentDate_31-12-2025";1;0,189
"*commentLikes_88";1;0,462
"*commentLikes_149";1;0,383
"*commentDate_3-12-2025";1;0,73
"*commentDate_1-12-2025";1;0,435
"*commentDate_29-11-2025";1;0,286
"*commentDate_27-11-2025";1;0,73
"*i_0527";0,846;1
"*postLikes_1500";1;0,752
"*postReposts_3";1;0,074
"*i_0528";1;0,001
"*postLikes_7200";1;0
"*postComments_235";1;0,001
"*postDate_21-11-2025";1;0,004
"*commentLikes_120";1;0,462
"*commentLikes_318";1;0,383
"*commentLikes_195";1;0,217
"*commentLikes_111";0,105;1
"*commentLikes_57";1;0,73
"*commentLikes_33";0,278;1
"*commentLikes_32";1;0,573
"*commentLikes_52";0,456;1
"*commentLikes_72";0,698;1
"*commentLikes_40";1;0,745
"*commentLikes_14";1;0,277
"*commentDate_26-11-2025";0,001;1
"*i_0529";1;0,462
"*postComments_5";1;0,49
"*postReposts_7";0,029;1
"*i_0530";0,246;1
"*postLikes_1100";0,276;1
"*commentLikes_26";0,978;1
"*i_0531";0,067;1
"*postLikes_12300";1;0,651
"*postComments_162";0,067;1
"*postReposts_303";0,067;1
"*commentDate_5-12-2025";1;0,885
"*commentLikes_47";1;0,435
"*commentLikes_199";1;0,383
"*i_0532";1;0,626
"*postLikes_1200";0,059;1
"*commentLikes_15";0,831;1
"*i_0533";1;0,081
"*postLikes_9200";1;0,626
"*postComments_131";0,311;1
"*i_0535";0,664;1
"*postComments_18";1;0,853
"*i_0536";1;0,217
"*postLikes_6300";0;1
"*postComments_10";0,286;1
"*postReposts_37";0,915;1
"*i_0537";1;0,196
"*postLikes_7500";1;0,196
"*postComments_122";0,808;1
"*postReposts_33";1;0,003
"*commentLikes_391";0,251;1
"*commentLikes_60";1;0,462
"*commentLikes_42";1;0,143
"*commentLikes_79";1;0,138
"*i_0538";1;0,022
"*postComments_42";1;0,263
"*commentLikes_69";0,246;1
"*i_0539";1;0,462
"*postComments_30";1;0,659
"*postReposts_78";1;0,295
"*i_0540";1;0,626
"*postLikes_953";1;0,626
"*postReposts_2";0,214;1
"*i_0541";1;0,435
"*postLikes_15800";1;0,435
"*postComments_70";1;0,716
"*postReposts_203";1;0,435
"*postDate_22-11-2025";0;1
"*commentDate_30-11-2025";0,27;1
"*commentDate_3-2-2026";0,251;1
"*i_0542";0;1
"*postComments_176";0;1
"*postReposts_8";0,017;1
"*commentLikes_285";1;0,383
"*commentLikes_233";0,846;1
"*commentLikes_35";1;0,097
"*commentLikes_105";1;0,73
"*commentLikes_53";1;0,55
"*i_0543";1;0,001
"*postLikes_5700";1;0,03
"*postComments_220";1;0,001
"*postReposts_65";1;0,004
"*commentLikes_136";1;0,73
"*i_0545";1;0,435
"*postComments_53";0,134;1
"*postReposts_183";1;0,435
"*i_0546";1;0,73
"*postLikes_3700";0,189;1
"*postComments_11";1;0,745
"*postReposts_9";0,001;1
"*i_0547";0,412;1
"*postLikes_7900";0,583;1
"*postReposts_26";0,194;1
"*i_0549";0,001;1
"*postComments_67";0,249;1
"*commentLikes_37";1;0,44
"*commentDate_4-12-2025";0,583;1
"*i_0550";0,172;1
"*postReposts_1";0,476;1
"*i_0551";1;0,08
"*postLikes_2100";0;1
"*postComments_52";1;0,002
"*postReposts_51";1;0,024
"*i_0552";0,447;1
"*postLikes_1400";0;1
"*postDate_23-11-2025";1;0,018
"*i_0553";0,004;1
"*postLikes_25800";0,004;1
"*postReposts_201";0,004;1
"*commentLikes_31";0,267;1
"*i_0554";1;0,838
"*postLikes_3100";0,483;1
"*postComments_109";1;0,201
"*postReposts_153";0,271;1
"*i_0555";1;0,466
"*postLikes_14100";1;0,466
"*postComments_138";1;0,988
"*postReposts_210";0,367;1
"*commentLikes_342";1;0,383
"*commentLikes_45";0,713;1
"*commentLikes_75";1;0,295
"*commentDate_28-11-2025";1;0,462
"*i_0556";1;0,001
"*postLikes_5600";1;0
"*postComments_303";1;0,001
"*postReposts_44";0,415;1
"*commentLikes_55";0,698;1
"*commentLikes_80";1;0,838
"*commentLikes_49";0,88;1
"*commentLikes_143";0,846;1
"*i_0557";0,784;1
"*postLikes_9100";1;0,232
"*postComments_43";1;0,113
"*postReposts_34";1;0,159
"*commentLikes_64";1;0,885
"*i_0558";1;0,365
"*postComments_97";1;0,365
"*i_0559";1;0,055
"*postLikes_4200";1;0,151
"*postComments_172";1;0,055
"*postReposts_32";0,599;1
"*commentLikes_224";1;0,383
"*i_0560";1;0,217
"*postComments_31";0,654;1
"*i_0561";0,448;1
"*postComments_15";0,256;1
"*i_0563";1;0,73
"*postComments_7";1;0,365
"*postDate_24-11-2025";0;1
"*commentDate_7-12-2025";0,846;1
"*i_0564";0,283;1
"*postLikes_4700";1;0,26
"*i_0565";0;1
"*postComments_94";0;1
"*postReposts_6";0,01;1
"*commentLikes_76";1;0,985
"*i_0566";0,001;1
"*postReposts_62";0;1
"*commentLikes_59";1;0,745
"*i_0567";0,012;1
"*postLikes_2300";0,01;1
"*postComments_47";0,048;1
"*commentLikes_89";1;0,73
"*i_0569";0,846;1
"*postLikes_11600";0,94;1
"*postComments_91";0,503;1
"*postReposts_233";0,846;1
"*i_0577";0,251;1
"*postReposts_20";1;0,303
"*postDate_25-11-2025";0,784;1
"*i_0587";1;0,73
"*postComments_13";1;0,052
"*postReposts_27";1;0,306
"*i_0623";1;0,383
"*postDate_28-11-2025";1;0,131
"*i_0625";1;0,383
"*postLikes_4600";1;0,118
"*postComments_3";1;0,462
"*i_0628";1;0,383
"*postReposts_48";0,128;1
"*i_0660";1;0,383
"*postReposts_23";1;0
"*postDate_1-12-2025";1;0,383
"*i_0669";1;0,051
"*postLikes_5900";1;0,208
"*postComments_21";1;0,043
"*postDate_2-12-2025";1;0,051
"*i_0696";1;0,647
"*postLikes_8300";1;0,002
"*postDate_4-12-2025";1;0,647
"*commentLikes_66";0,01;1
"*i_0708";1;0,383
"*postLikes_2800";1;0,033
"*postDate_5-12-2025";1;0,383
"*i_0716";1;0,383
"*postLikes_606";1;0,383
"*postComments_4";0,784;1
"*postDate_6-12-2025";1;0,131
"*commentDate_6-12-2025";1;0,217
"*i_0717";1;0,383
"*postLikes_12200";1;0,915
"*i_0719";1;0,383
"*postLikes_6500";1;0,73
"*i_0744";0,047;1
"*postLikes_1600";0,71;1
"*postReposts_30";1;0,897
"*postDate_8-12-2025";0,047;1
"*commentDate_8-12-2025";0,047;1
"*i_0751";1;0,383
"*postLikes_4900";0,066;1
"*postDate_9-12-2025";1;0,383
"*commentDate_9-12-2025";1;0,383
"*i_0762";0,56;1
"*postLikes_6700";0,025;1
"*postReposts_42";1;0,122
"*postDate_10-12-2025";0,298;1
"*commentDate_10-12-2025";0,189;1
"*commentLikes_116";0,047;1
"*commentLikes_422";1;0,383
"*commentDate_15-12-2025";0,698;1
"*commentDate_11-12-2025";0,377;1
"*i_0765";0,373;1
"*postLikes_11100";1;0,019
"*postComments_149";1;0,75
"*postReposts_60";0,004;1
"*commentDate_13-12-2025";1;0,189
"*i_0766";0,698;1
"*postReposts_11";0,003;1
"*i_0767";0,964;1
"*postLikes_27100";0,628;1
"*postComments_170";0,964;1
"*postReposts_187";0,964;1
"*commentDate_17-1-2026";0,251;1
"*commentDate_12-12-2025";0,384;1
"*commentDate_14-12-2025";0,047;1
"*commentDate_21-12-2025";1;0,885
"*i_0775";0,412;1
"*postComments_36";1;0,828
"*postDate_11-12-2025";0,017;1
"*i_0776";0,068;1
"*postComments_188";0,068;1
"*postReposts_77";1;0,001
"*i_0777";0,026;1
"*postComments_85";1;0,998
"*postReposts_68";0,026;1
"*commentDate_22-12-2025";0,105;1
"*i_0778";0,363;1
"*postLikes_11200";0,363;1
"*postReposts_86";0,063;1
"*commentLikes_77";1;0,295
"*commentDate_17-12-2025";0,784;1
"*commentDate_16-12-2025";0,412;1
"*i_0779";1;0,49
"*postLikes_3500";0,053;1
"*postComments_45";1;0,072
"*i_0791";1;0,217
"*postDate_12-12-2025";1;0,217
"*i_0818";1;0,383
"*postComments_9";1;0,2
"*postDate_14-12-2025";1;0,383
"*i_0856";1;0,217
"*postLikes_2400";0,124;1
"*postDate_17-12-2025";1;0,217
"*i_0872";1;0,383
"*postLikes_874";1;0,383
"*postDate_19-12-2025";1;0,189
"*commentDate_19-12-2025";1;0,295
"*i_0876";1;0,383
"*i_0880";1;0,462
"*commentDate_24-12-2025";1;0,383
"*i_0886";0,105;1
"*postDate_20-12-2025";0,199;1
"*commentDate_20-12-2025";0,412;1
"*i_0888";0,846;1
"*i_0906";0,251;1
"*postLikes_6600";1;0,03
"*postDate_21-12-2025";0,251;1
"*i_0939";0;1
"*postComments_132";0;1
"*postReposts_79";0;1
"*postDate_25-12-2025";0;1
"*commentDate_2-1-2026";1;0,295
"*commentDate_8-1-2026";1;0,462
"*commentDate_25-12-2025";0;1
"*commentLikes_153";0,105;1
"*commentDate_30-12-2025";0,095;1
"*commentDate_1-1-2026";1;0,365
"*commentDate_26-12-2025";0,014;1
"*commentDate_28-12-2025";0,042;1
"*i_0940";1;0,306
"*postLikes_7000";1;0,573
"*postComments_74";1;0,306
"*commentDate_27-12-2025";1;0,005
"*i_0941";1;0,55
"*postLikes_2200";0,042;1
"*i_0942";0,131;1
"*postReposts_22";0,002;1
"*i_0943";0,412;1
"*postComments_26";0,063;1
"*postReposts_15";0,076;1
"*i_0944";1;0,435
"*postComments_71";1;0,435
"*postReposts_39";0,172;1
"*commentDate_3-1-2026";0,412;1
"*i_0945";1;0,122
"*postLikes_2500";0,352;1
"*postComments_32";1;0,132
"*postDate_26-12-2025";0;1
"*i_0946";1;0,73
"*i_0947";1;0,745
"*postLikes_5800";0,298;1
"*commentDate_29-12-2025";0,002;1
"*i_0948";0,002;1
"*postComments_55";0,408;1
"*i_0950";1;0,645
"*postReposts_19";0,004;1
"*i_0951";1;0,73
"*postReposts_12";1;0,065
"*i_0952";1;0,094
"*i_0953";0;1
"*postLikes_10800";0;1
"*postComments_674";0;1
"*commentLikes_340";0,105;1
"*commentLikes_171";1;0,73
"*i_0954";1;0,383
"*postLikes_7300";0,016;1
"*i_0955";1;0,013
"*postDate_27-12-2025";1;0
"*commentLikes_44";1;0,915
"*i_0956";1;0
"*postComments_222";1;0
"*postReposts_36";1;0
"*commentDate_4-1-2026";0,846;1
"*i_0957";1;0,383
"*postLikes_3300";1;0,357
"*i_0958";1;0,138
"*commentLikes_469";1;0,383
"*i_0960";1;0,383
"*postReposts_14";1;0,031
"*i_0961";1;0,063
"*postReposts_29";1;0,141
"*i_0962";0,454;1
"*postLikes_2600";1;0,595
"*i_0963";1;0,01
"*postLikes_32400";1;0,01
"*postComments_125";1;0,01
"*postReposts_678";1;0,01
"*commentDate_6-2-2026";1;0,383
"*i_0966";1;0,462
"*postComments_152";1;0,462
"*postReposts_56";1;0,462
"*postDate_28-12-2025";0,001;1
"*i_0967";0,092;1
"*postLikes_16100";0,092;1
"*postComments_389";0,092;1
"*postReposts_95";0,092;1
"*commentLikes_99";0,846;1
"*i_0968";1;0,435
"*i_0969";0,008;1
"*postComments_108";0,008;1
"*commentLikes_51";0,036;1
"*commentLikes_107";0,251;1
"*i_0970";0,013;1
"*postComments_34";0,016;1
"*i_0972";1;0,286
"*postLikes_1000";1;0,398
"*postDate_29-12-2025";0,081;1
"*i_0973";0,784;1
"*postLikes_3900";0;1
"*i_0974";0;1
"*postComments_204";0;1
"*postReposts_145";0;1
"*commentLikes_78";1;0,626
"*i_0975";1;0,138
"*commentLikes_84";0,784;1
"*i_0976";1;0,626
"*i_0981";1;0,626
"*postLikes_3800";0,94;1
"*i_0982";0,005;1
"*postReposts_25";1;0,253
"*postDate_30-12-2025";0,005;1
"*i_0001";1;0,299
"*postDate_7-10-2025";1;0,299
"*commentDate_7-10-2025";1;0,217
"*commentDate_8-10-2025";0,959;1
"*commentDate_9-10-2025";1;0,779
"*i_0002";1;0,044
"*postComments_166";1;0,044
"*postReposts_64";1;0,044
"*postDate_8-10-2025";1;0,071
"*commentDate_10-10-2025";0,787;1
"*commentDate_12-10-2025";1;0,154
"*commentDate_11-10-2025";1;0,48
"*commentDate_17-10-2025";1;0,208
"*commentDate_14-10-2025";1;0,839
"*commentLikes_227";0,846;1
"*i_0003";0,012;1
"*postLikes_5500";1;0,072
"*postReposts_50";0,022;1
"*i_0004";0;1
"*postComments_51";0;1
"*commentDate_13-10-2025";1;0,06
"*i_0005";1;0,427
"*postLikes_4300";1;0,609
"*commentLikes_83";0,737;1
"*i_0008";0,818;1
"*postComments_236";0,818;1
"*postReposts_38";0,853;1
"*commentLikes_257";0,846;1
"*commentLikes_131";1;0,131
"*i_0009";0,737;1
"*postLikes_5300";1;0,044
"*i_0010";1;0
"*postLikes_21200";1;0
"*postComments_769";1;0
"*postReposts_113";1;0
"*commentLikes_161";1;0,383
"*commentLikes_54";1;0,435
"*commentLikes_453";1;0,383
"*commentDate_23-10-2025";1;0
"*i_0011";1;0,462
"*postComments_19";1;0,072
"*i_0012";0,846;1
"*i_0013";0,603;1
"*postComments_111";0,92;1
"*commentLikes_28";1;0,573
"*i_0014";1;0,885
"*postLikes_8500";1;0,137
"*i_0015";1;0,034
"*postLikes_18300";1;0,03
"*postComments_583";1;0,034
"*postReposts_1.5K";1;0,034
"*commentLikes_887";1;0,383
"*commentLikes_654";1;0,383
"*commentDate_16-10-2025";1;0,236
"*i_0016";0,003;1
"*postComments_223";0,005;1
"*postDate_9-10-2025";0,158;1
"*commentLikes_62";0,737;1
"*commentLikes_123";0,846;1
"*i_0017";0,134;1
"*postLikes_6200";0,384;1
"*postComments_300";0,134;1
"*i_0019";0,251;1
"*i_0020";1;0,73
"*i_0022";1;0,1
"*postLikes_32000";1;0,1
"*postComments_123";1;0,1
"*postReposts_668";1;0,1
"*commentDate_9-11-2025";1;0,054
"*i_0023";1;0,281
"*postLikes_7100";1;0,281
"*postComments_183";1;0,001
"*postReposts_73";0,001;1
"*i_0024";1;0,383
"*i_0025";1;0,217
"*postLikes_987";1;0,217
"*i_0026";0,246;1
"*postLikes_17800";0,246;1
"*postReposts_118";0,456;1
"*postDate_10-10-2025";0,871;1
"*i_0027";0,105;1
"*postLikes_6800";1;0
"*commentDate_15-10-2025";1;0,951
"*i_0028";1;0,459
"*postComments_167";1;0,459
"*i_0029";1;0,985
"*postLikes_2000";0,148;1
"*postComments_28";1;0,964
"*i_0030";0,095;1
"*postLikes_13000";0,095;1
"*postComments_247";0,095;1
"*commentLikes_91";1;0,131
"*commentLikes_309";1;0,383
"*i_0031";1;0,122
"*postComments_56";1;0,231
"*commentDate_18-10-2025";0,423;1
"*i_0032";1;0,676
"*postLikes_12900";1;0,676
"*postComments_175";1;0,676
"*i_0033";0,846;1
"*postReposts_54";0,846;1
"*i_0034";1;0,286
"*i_0035";0,282;1
"*postComments_134";0,282;1
"*commentDate_21-10-2025";0,251;1
"*commentLikes_129";1;0,217
"*i_0036";0,698;1
"*postComments_33";0,914;1
"*i_0037";0,664;1
"*postComments_66";0,199;1
"*i_0038";1;0,125
"*postComments_169";1;0,125
"*commentLikes_471";1;0,383
"*i_0039";0,831;1
"*postComments_142";0,831;1
"*postReposts_198";0,831;1
"*postDate_11-10-2025";0,616;1
"*i_0040";1;0,029
"*i_0041";1;0,217
"*postComments_23";1;0,927
"*i_0042";1;0,02
"*postReposts_43";1;0
"*commentLikes_87";0,737;1
"*commentDate_8-11-2025";1;0,149
"*i_0043";0,001;1
"*postComments_362";0,07;1
"*postReposts_116";0,001;1
"*commentLikes_112";1;0,462
"*commentLikes_349";0,251;1
"*i_0044";0,572;1
"*postLikes_8100";1;0,141
"*postComments_756";0,572;1
"*postReposts_72";0,586;1
"*commentLikes_85";1;0,131
"*commentLikes_63";0,448;1
"*i_0045";1;0,022
"*postComments_46";1;0,022
"*postReposts_132";1;0,022
"*commentLikes_56";1;0,299
"*i_0046";1;0,44
"*postComments_69";1;0,424
"*i_0047";1;0,885
"*i_0048";1;0,217
"*i_0049";0,105;1
"*postComments_144";0,853;1
"*i_0050";1;0,923
"*postDate_12-10-2025";1;0,004
"*i_0051";0,251;1
"*i_0052";1;0,885
"*postLikes_6100";0,114;1
"*i_0053";0,846;1
"*postLikes_15300";0,846;1
"*postReposts_47";1;0,929
"*i_0054";1;0,138
"*postLikes_5200";0,001;1
"*i_0055";1;0,015
"*postLikes_9400";1;0
"*postComments_1100";1;0,015
"*postReposts_146";1;0,041
"*commentLikes_220";0,846;1
"*commentLikes_1,767";1;0,383
"*commentLikes_101";1;0,081
"*i_0056";1;0,217
"*i_0057";1;0,217
"*i_0058";1;0,383
"*i_0059";1;0,299
"*postLikes_1900";1;0,84
"*commentLikes_274";0,251;1
"*i_0060";0,846;1
"*postDate_13-10-2025";1;0,004
"*i_0061";0,251;1
"*postComments_2";0,047;1
"*i_0062";0,189;1
"*postComments_100";1;0,682
"*i_0063";1;0,131
"*postLikes_2700";1;0
"*i_0064";1;0,137
"*postLikes_6000";1;0,968
"*postComments_381";1;0,137
"*i_0065";0,682;1
"*postComments_65";1;0,54
"*commentLikes_93";0,846;1
"*i_0066";0,583;1
"*i_0067";1;0,383
"*postComments_12";1;0,196
"*i_0069";1;0,004
"*postComments_929";1;0,004
"*commentLikes_428";1;0,383
"*commentLikes_95";0,251;1
"*commentLikes_209";1;0,383
"*commentLikes_454";1;0,73
"*commentLikes_160";1;0,217
"*commentLikes_121";0,846;1
"*i_0070";1;0,038
"*commentLikes_186";1;0,217
"*i_0071";1;0,462
"*postLikes_10000";1;0,462
"*postReposts_66";1;0,462
"*i_0072";0,628;1
"*postComments_105";1;0,167
"*commentLikes_74";0,846;1
"*i_0073";0,251;1
"*postLikes_932";0,251;1
"*postDate_14-10-2025";0,016;1
"*i_0074";0,914;1
"*postComments_59";0,048;1
"*i_0075";0,021;1
"*postLikes_7600";1;0,515
"*postComments_453";0,021;1
"*i_0076";1;0,979
"*postComments_60";0,711;1
"*i_0077";1;0,885
"*postReposts_57";1;0,885
"*i_0078";0,784;1
"*i_0079";0,009;1
"*postLikes_16400";0,009;1
"*postComments_283";0,009;1
"*postReposts_605";0,009;1
"*commentLikes_303";0,846;1
"*commentLikes_312";1;0,383
"*i_0080";1;0,063
"*i_0081";1;0,101
"*i_0082";1;0,73
"*i_0083";0,048;1
"*i_0085";0,267;1
"*i_0086";0,915;1
"*postReposts_58";1;0,725
"*postDate_15-10-2025";1;0,295
"*commentDate_30-10-2025";1;0,808
"*i_0087";1;0,295
"*postComments_20";1;0,028
"*i_0088";0,634;1
"*postLikes_927";0,634;1
"*commentDate_19-10-2025";0,032;1
"*i_0089";0,915;1
"*postComments_129";1;0,331
"*i_0090";0,698;1
"*i_0091";0,846;1
"*postComments_8";0,871;1
"*i_0092";0,846;1
"*i_0093";1;0,269
"*i_0094";1;0,052
"*postComments_27";1;0,004
"*postReposts_83";1;0,052
"*i_0095";1;0,435
"*i_0096";1;0,201
"*postComments_90";1;0,201
"*postDate_16-10-2025";1;0,021
"*commentDate_20-10-2025";1;0,056
"*commentLikes_306";1;0,383
"*commentLikes_70";0,737;1
"*i_0097";1;0,233
"*i_0098";1;0,146
"*postLikes_22900";1;0,146
"*postComments_293";1;0,146
"*postReposts_2.5K";1;0,146
"*commentDate_22-10-2025";0;1
"*commentDate_24-10-2025";0,958;1
"*i_0099";1;0,009
"*postComments_57";1;0,002
"*i_0100";1;0,383
"*postLikes_8200";1;0,001
"*postComments_48";1;0,204
"*i_0101";1;0,73
"*postComments_54";0,88;1
"*i_0102";1;0,383
"*postComments_6";1;0,383
"*i_0103";0,447;1
"*i_0104";1;0,204
"*i_0105";0,18;1
"*postComments_313";0,18;1
"*commentLikes_58";1;0,051
"*i_0106";1;0,051
"*postComments_80";0,44;1
"*i_0107";1;0,383
"*postLikes_15700";1;0,383
"*i_0108";1;0,647
"*postDate_17-10-2025";0,43;1
"*commentLikes_245";0,097;1
"*i_0109";0,701;1
"*postComments_103";1;0,356
"*commentLikes_125";0,251;1
"*i_0110";1;0,892
"*postComments_101";1;0,794
"*commentLikes_102";1;0,73
"*i_0111";1;0,626
"*i_0113";1;0,131
