"";"classe 1";"classe 2"
"renouveau";0,075;-0,075
"rempli";-3,043;3,043
"relater";0,075;-0,075
"relais";-3,043;3,043
"regrouper";-3,043;3,043
"reformuler";5,261;-5,261
"redonner";-3,043;3,043
"redevenir";-0,54;0,54
"ranger";-3,043;3,043
"random";0,075;-0,075
"rageux";-0,54;0,54
"radicalement";5,261;-5,261
"radar";1,649;-1,649
"racisée";-0,119;0,119
"queue";-0,54;0,54
"quelqu";5,261;-5,261
"qlq";-2,282;2,282
"q";-0,54;0,54
"pétition";-0,54;0,54
"pénible";0,075;-0,075
"puissant";1,649;-1,649
"puce";-3,043;3,043
"psychologue";-3,043;3,043
"psycho";1,649;-1,649
"psk";-2,282;2,282
"prétexte";-0,54;0,54
"préparation";-0,54;0,54
"préoccuper";0,075;-0,075
"prénom";5,261;-5,261
"préjudice";-3,043;3,043
"précaution";1,649;-1,649
"précaire";5,261;-5,261
"provocation";0,075;-0,075
"provocateur";5,261;-5,261
"protester";0,075;-0,075
"protagoniste";-2,282;2,282
"proportionnel";-3,043;3,043
"pronom";3,946;-3,946
"profit";-3,043;3,043
"profession";1,649;-1,649
"procéder";-0,54;0,54
"prière";-0,54;0,54
"prisonnier";-0,54;0,54
"pratiquement";5,261;-5,261
"poêle";-3,043;3,043
"pourrir";-3,043;3,043
"positionner";5,261;-5,261
"poreux";-3,043;3,043
"pop";1,649;-1,649
"pologne";-3,043;3,043
"poliment";5,261;-5,261
"po";1,649;-1,649
"plr";0,075;-0,075
"platistes";-0,54;0,54
"peser";0,075;-0,075
"permanence";0,075;-0,075
"percer";-3,043;3,043
"paysage";1,649;-1,649
"pavé";-0,119;0,119
"patriotisme";-0,54;0,54
"passeport";0,075;-0,075
"participation";1,649;-1,649
"parmis";5,261;-5,261
"parkinson";5,261;-5,261
"parfum";5,261;-5,261
"parental";3,946;-3,946
"parc";-2,282;2,282
"papa";-0,54;0,54
"paniquer";-0,54;0,54
"pain";1,649;-1,649
"paille";5,261;-5,261
"pacifiquement";0,075;-0,075
"oups";0,075;-0,075
"orientation";5,261;-5,261
"orgueil";0,075;-0,075
"organisme";0,075;-0,075
"oppression";-3,043;3,043
"nucléaire";-3,043;3,043
"nuancer";0,075;-0,075
"normalité";-0,54;0,54
"nord";1,649;-1,649
"nombril";-3,043;3,043
"new";-0,54;0,54
"nazi";5,261;-5,261
"météo";5,261;-5,261
"méritocratie";5,261;-5,261
"médiatiser";5,261;-5,261
"médian";5,261;-5,261
"méchanceté";0,075;-0,075
"musical";5,261;-5,261
"municipal";0,075;-0,075
"multi";5,261;-5,261
"mp";-0,54;0,54
"motivation";-0,54;0,54
"more";5,261;-5,261
"montant";0,075;-0,075
"modérateur";1,649;-1,649
"moderne";-3,043;3,043
"misérable";-3,043;3,043
"miss";-3,043;3,043
"minable";-0,54;0,54
"millionnaire";1,649;-1,649
"meuf";0,075;-0,075
"merveilleux";0,075;-0,075
"menteur";5,261;-5,261
"mdrrr";-3,043;3,043
"maximum";1,649;-1,649
"max";-0,54;0,54
"maturité";-3,043;3,043
"massif";1,649;-1,649
"masquer";-0,54;0,54
"masculin";-3,043;3,043
"marrer";1,649;-1,649
"maquiller";-3,043;3,043
"maltraitance";-0,54;0,54
"malfaiteur";0,075;-0,075
"maigrir";-3,043;3,043
"maigre";-3,043;3,043
"magouille";-0,54;0,54
"légiférer";5,261;-5,261
"lá";-0,54;0,54
"lunette";-3,043;3,043
"lucide";1,649;-1,649
"lointain";-3,043;3,043
"logement";-0,54;0,54
"libération";5,261;-5,261
"leuser_utilisateurice";-3,043;3,043
"lapin";-0,119;0,119
"lait";0,075;-0,075
"laine";-0,54;0,54
"lacune";1,649;-1,649
"kruger";5,261;-5,261
"kilo";1,649;-1,649
"jésus";5,261;-5,261
"justicier";-3,043;3,043
"just";-3,043;3,043
"juron";0,674;-0,674
"jurisprudence";5,261;-5,261
"jouir";0,075;-0,075
"joindre";-3,043;3,043
"investissement";-0,54;0,54
"inutilement";0,674;-0,674
"intégrant";0,075;-0,075
"intuition";5,261;-5,261
"interdir";-0,54;0,54
"instruit";0,075;-0,075
"instantanément";1,649;-1,649
"inquiétude";-3,043;3,043
"inonder";-3,043;3,043
"infraction";1,649;-1,649
"infirmier";-2,282;2,282
"infiltrer";1,649;-1,649
"inexact";5,261;-5,261
"indigne";0,075;-0,075
"inciter";0,075;-0,075
"inaction";-0,54;0,54
"inaccessible";1,649;-1,649
"implacable";1,649;-1,649
"immoral";0,075;-0,075
"immatriculation";0,075;-0,075
"illégalement";-3,043;3,043
"identification";5,261;-5,261
"hériter";-0,54;0,54
"hostel";5,261;-5,261
"helvétique";5,261;-5,261
"harceler";-3,043;3,043
"habituel";5,261;-5,261
"géographie";-0,54;0,54
"généreux";0,075;-0,075
"généraliser";-3,043;3,043
"gravité";-0,54;0,54
"graver";1,649;-1,649
"grace";-3,043;3,043
"gorge";-3,043;3,043
"globalement";-0,54;0,54
"glace";-3,043;3,043
"gazer";-3,043;3,043
"gaz";-3,043;3,043
"gardien";1,649;-1,649
"gang";-0,54;0,54
"game";-3,043;3,043
"fêter";-3,043;3,043
"féminicides";5,261;-5,261
"fumée";-3,043;3,043
"frustrer";-0,54;0,54
"francophone";1,649;-1,649
"foutu";-0,54;0,54
"fouiller";-0,54;0,54
"foudre";5,261;-5,261
"fonctionnaire";1,649;-1,649
"foncer";0,075;-0,075
"focus";1,649;-1,649
"flou";5,261;-5,261
"fixer";0,075;-0,075
"financement";3,946;-3,946
"fer";1,649;-1,649
"fautif";-0,54;0,54
"fatigue";-0,54;0,54
"falsification";0,075;-0,075
"fair";1,649;-1,649
"faille";0,075;-0,075
"exécuter";-0,119;0,119
"explorer";0,674;-0,674
"explicite";5,261;-5,261
"exhaustif";5,261;-5,261
"exemplaire";-0,54;0,54
"exceptionnel";0,075;-0,075
"example";1,649;-1,649
"etaient";-0,54;0,54
"establishment";5,261;-5,261
"esquiver";1,649;-1,649
"esclave";5,261;-5,261
"enquêter";5,261;-5,261
"encourir";0,075;-0,075
"emprisonner";5,261;-5,261
"empirique";5,261;-5,261
"emji_visage_triste_mais_soulagé";-0,119;0,119
"emji_visage_avec_une_main_sur_la_bouche";-0,54;0,54
"emji_tête_qui_explose";1,649;-1,649
"emji_signe_de_la_main_peau_claire";-2,282;2,282
"emji_mains_en_prière_peau_moyennement_claire";-3,043;3,043
"emji_femme_qui_hausse_les_épaules_peau_moyennement_claire";-3,043;3,043
"emji_dans_le_mille";5,261;-5,261
"emji_coeur_battant";-0,119;0,119
"ecoute";-0,54;0,54
"dévoiler";5,261;-5,261
"détermination";-0,54;0,54
"détacher";-0,54;0,54
"désigner";5,261;-5,261
"désastre";1,649;-1,649
"désagréable";-0,54;0,54
"dérégler";-0,54;0,54
"dépourvu";1,649;-1,649
"déplorer";-0,54;0,54
"dénonciation";5,261;-5,261
"délinquance";1,649;-1,649
"délicat";1,649;-1,649
"déguiser";5,261;-5,261
"dégoûtant";-0,54;0,54
"déforestation";0,075;-0,075
"défavorisé";-3,043;3,043
"défaite";-3,043;3,043
"défaire";-3,043;3,043
"décès";-3,043;3,043
"déchiffrer";5,261;-5,261
"débarquer";-0,119;0,119
"dynamique";5,261;-5,261
"duper";-0,54;0,54
"dupe";-0,54;0,54
"dunning";5,261;-5,261
"ducoup";-0,54;0,54
"donald";5,261;-5,261
"divorce";3,946;-3,946
"divin";-3,043;3,043
"distribuer";1,649;-1,649
"distinction";5,261;-5,261
"discriminatoire";0,674;-0,674
"discret";-3,043;3,043
"dictionnaire";5,261;-5,261
"dicter";1,649;-1,649
"diagnostique";0,075;-0,075
"destiner";1,649;-1,649
"designer";5,261;-5,261
"câble";-3,043;3,043
"cqfd";5,261;-5,261
"coûteux";1,649;-1,649
"couverture";1,649;-1,649
"courbe";0,075;-0,075
"cortège";-3,043;3,043
"contraindre";-3,043;3,043
"conservation";1,649;-1,649
"consacrer";0,075;-0,075
"confondu";-0,54;0,54
"condoléance";-3,043;3,043
"conception";-3,043;3,043
"compréhensible";1,649;-1,649
"composer";1,649;-1,649
"communiqué";0,075;-0,075
"comique";0,075;-0,075
"combattre";1,649;-1,649
"colonisation";1,649;-1,649
"collaborer";0,075;-0,075
"co";-3,043;3,043
"civique";-0,54;0,54
"chou";-0,54;0,54
"chinois";0,075;-0,075
"chiant";-0,54;0,54
"chevalier";5,261;-5,261
"chaussure";-3,043;3,043
"chauffage";-0,54;0,54
"chantier";-3,043;3,043
"chanter";-0,54;0,54
"chahut";1,649;-1,649
"cf";0,075;-0,075
"cervin";5,261;-5,261
"centrer";1,649;-1,649
"casque";5,261;-5,261
"caractère";-0,54;0,54
"calculer";5,261;-5,261
"caisse";3,946;-3,946
"buzz";1,649;-1,649
"bureaucrate";-3,043;3,043
"brûlant";-3,043;3,043
"boy";1,649;-1,649
"bouton";-2,282;2,282
"bousculer";0,075;-0,075
"boucle";-0,54;0,54
"bonheur";-3,043;3,043
"bombe";-3,043;3,043
"blindé";0,674;-0,674
"blessé";-3,043;3,043
"blaireau";-3,043;3,043
"biologique";5,261;-5,261
"bilatérales";5,261;-5,261
"bienvenu";-0,54;0,54
"bienveillant";0,075;-0,075
"biaisés";1,649;-1,649
"bern";-3,043;3,043
"bein";-3,043;3,043
"banquier";-3,043;3,043
"bancal";1,649;-1,649
"balader";-0,54;0,54
"baisser";-0,119;0,119
"avancé";5,261;-5,261
"avaler";-0,54;0,54
"autoroute";-0,54;0,54
"automobiliste";-0,54;0,54
"authentique";-0,54;0,54
"attirer";1,649;-1,649
"assurance";0,075;-0,075
"assistant";-0,54;0,54
"assimiler";0,075;-0,075
"artistique";-0,54;0,54
"arrestation";0,075;-0,075
"après_des";-3,043;3,043
"antisocial";1,649;-1,649
"annemasse";1,649;-1,649
"amérique";-0,54;0,54
"amplifier";0,075;-0,075
"amitié";0,075;-0,075
"ambulance";0,075;-0,075
"allié";-3,043;3,043
"aliénation";1,649;-1,649
"alerter";-0,54;0,54
"aise";-0,54;0,54
"aile";5,261;-5,261
"ahhh";5,261;-5,261
"afghanistan";0,075;-0,075
"affilier";-0,54;0,54
"afficher";0,075;-0,075
"affecter";1,649;-1,649
"affaiblir";0,075;-0,075
"adorable";-3,043;3,043
"addition";5,261;-5,261
"addicts";0,075;-0,075
"addiction";-0,54;0,54
"adaptation";0,075;-0,075
"accrocher";1,649;-1,649
"abominable";-3,043;3,043
"abject";0,075;-0,075
"éveil";-0,119;0,119
"évaluer";0,674;-0,674
"étroit";-0,119;0,119
"étaler";-0,119;0,119
"étalage";0,674;-0,674
"étage";-0,119;0,119
"établissement";-2,282;2,282
"éradiquer";-2,282;2,282
"épurer";3,946;-3,946
"épargner";0,674;-0,674
"énoncé";0,674;-0,674
"élevage";0,674;-0,674
"égout";0,674;-0,674
"éducatif";0,674;-0,674
"écosystème";-2,282;2,282
"économiquement";3,946;-3,946
"écologiste";3,946;-3,946
"éclairé";0,674;-0,674
"échéant";0,674;-0,674
"whataboutisme";3,946;-3,946
"vétérinaire";-2,282;2,282
"végétaliens";3,946;-3,946
"végétal";0,674;-0,674
"vs";0,674;-0,674
"vrmt";-0,119;0,119
"vouvoiement";3,946;-3,946
"virus";3,946;-3,946
"virtuel";-0,119;0,119
"virgule";0,674;-0,674
"vif";-2,282;2,282
"victimisation";-0,119;0,119
"viande";-0,119;0,119
"vi";-2,282;2,282
"veste";0,674;-0,674
"verrouiller";-0,119;0,119
"vente";-0,119;0,119
"veille";-2,282;2,282
"vanter";-0,119;0,119
"usurpation";0,674;-0,674
"universitaire";-2,282;2,282
"universel";0,674;-0,674
"témoigner";-2,282;2,282
"triple";-0,119;0,119
"traumatiser";-2,282;2,282
"transparent";3,946;-3,946
"trancher";0,674;-0,674
"traditionnel";0,674;-0,674
"tomate";-0,119;0,119
"timing";0,674;-0,674
"théoriquement";-0,119;0,119
"tangible";3,946;-3,946
"sénégalais";-2,282;2,282
"synthétique";0,674;-0,674
"surestimer";0,674;-0,674
"suer";-0,119;0,119
"story";0,674;-0,674
"statistiquement";3,946;-3,946
"squid";-2,282;2,282
"spéculer";-0,119;0,119
"spécialiser";-0,119;0,119
"spoiler";-2,282;2,282
"spectaculaire";0,674;-0,674
"soute";-2,282;2,282
"sourire";-0,119;0,119
"sonner";0,674;-0,674
"solide";3,946;-3,946
"soignant";-0,119;0,119
"smartphone";0,674;-0,674
"slide";3,946;-3,946
"ski";-2,282;2,282
"sketch";0,674;-0,674
"sion";0,674;-0,674
"signification";-0,119;0,119
"sexiste";0,674;-0,674
"serpent";0,674;-0,674
"seringue";-2,282;2,282
"sense";-2,282;2,282
"securité";-2,282;2,282
"sectaire";0,674;-0,674
"savoyard";-2,282;2,282
"sapin";-0,119;0,119
"sagesse";0,674;-0,674
"sage";-2,282;2,282
"saccager";0,674;-0,674
"sable";-0,119;0,119
"réussite";0,674;-0,674
"rétablissement";-2,282;2,282
"répressif";-0,119;0,119
"répandre";0,674;-0,674
"réinsérer";-0,119;0,119
"réguler";-0,119;0,119
"réfuter";3,946;-3,946
"réfugier";-0,119;0,119
"réduction";-0,119;0,119
"récupérer";-0,119;0,119
"réclamation";-0,119;0,119
"réapprendre";-0,119;0,119
"réalisme";0,674;-0,674
"réactionnaire";-0,119;0,119
"règlement";-0,119;0,119
"russe";0,674;-0,674
"rumeur";0,674;-0,674
"rtsinfo";3,946;-3,946
"royal";0,674;-0,674
"routier";3,946;-3,946
"rose";-0,119;0,119
"rn";3,946;-3,946
"rio";0,674;-0,674
"retrancher";-2,282;2,282
"retraité";-2,282;2,282
"retoucher";0,674;-0,674
"restriction";3,946;-3,946
"restreint";0,674;-0,674
"restauration";-0,119;0,119
"ressort";-0,119;0,119
"représentation";-0,119;0,119
"repasser";-0,119;0,119
"renseignement";-0,119;0,119
"renouveler";-2,282;2,282
"renoncer";0,674;-0,674
"relier";0,674;-0,674
"regrettable";0,674;-0,674
"regagner";-0,119;0,119
"reflet";0,674;-0,674
"recours";0,674;-0,674
"reconstruire";-0,119;0,119
"rde";0,674;-0,674
"rater";0,674;-0,674
"rassembler";-2,282;2,282
"rallier";-0,119;0,119
"ralentir";-0,119;0,119
"rail";-2,282;2,282
"radical";0,674;-0,674
"racoleur";-0,119;0,119
"racheter";0,674;-0,674
"quête";-0,119;0,119
"questionnement";0,674;-0,674
"qd";-0,119;0,119
"pôle";0,674;-0,674
"ptit";-0,119;0,119
"psychologie";0,674;-0,674
"psq";-0,119;0,119
"prétentieux";0,674;-0,674
"prétendu";3,946;-3,946
"préoccupant";0,674;-0,674
"préférence";-0,119;0,119
"proximité";-2,282;2,282
"prospérité";-2,282;2,282
"propice";-2,282;2,282
"proférer";3,946;-3,946
"professionnalisme";-0,119;0,119
"production";0,674;-0,674
"proclamer";-2,282;2,282
"prochainement";0,674;-0,674
"priser";-0,119;0,119
"prime";-2,282;2,282
"prestation";0,674;-0,674
"pratiquer";3,946;-3,946
"pq";0,674;-0,674
"poussin";-2,282;2,282
"poursuivre";-2,282;2,282
"posture";0,674;-0,674
"possiblement";0,674;-0,674
"porno";3,946;-3,946
"policeactivity";3,946;-3,946
"poison";0,674;-0,674
"pointe";3,946;-3,946
"plumer";-2,282;2,282
"pitoyable";-0,119;0,119
"pion";0,674;-0,674
"piller";-2,282;2,282
"photoshop";3,946;-3,946
"photographie";0,674;-0,674
"pharmacie";-0,119;0,119
"pffff";-0,119;0,119
"peter";-2,282;2,282
"persister";-2,282;2,282
"permission";3,946;-3,946
"permanent";-2,282;2,282
"perdu";0,674;-0,674
"percher";-0,119;0,119
"pedocriminalité";-0,119;0,119
"pause";-0,119;0,119
"patte";0,674;-0,674
"patrouille";-0,119;0,119
"patriarcal";0,674;-0,674
"passionné";3,946;-3,946
"passionner";0,674;-0,674
"partiel";-0,119;0,119
"particulièrement";-0,119;0,119
"participant";0,674;-0,674
"parsque";0,674;-0,674
"paresseux";0,674;-0,674
"parcequ";-0,119;0,119
"parallèle";-0,119;0,119
"panneau";-2,282;2,282
"paire";-2,282;2,282
"pagani";3,946;-3,946
"oú";-0,119;0,119
"ours";-2,282;2,282
"otan";-2,282;2,282
"orthographe";3,946;-3,946
"organe";3,946;-3,946
"opter";-2,282;2,282
"oppresseur";-0,119;0,119
"oppresser";-0,119;0,119
"ooh";-0,119;0,119
"oncle";0,674;-0,674
"oiseau";-2,282;2,282
"officier";-0,119;0,119
"off";-0,119;0,119
"odieux";-0,119;0,119
"obtention";-0,119;0,119
"obscurantisme";-0,119;0,119
"obscur";-0,119;0,119
"nuisance";-0,119;0,119
"nuage";-0,119;0,119
"nourriture";-2,282;2,282
"not";0,674;-0,674
"nommer";0,674;-0,674
"nobel";0,674;-0,674
"nicotine";-2,282;2,282
"neutraliser";0,674;-0,674
"nest";-2,282;2,282
"nazisme";3,946;-3,946
"nationalisme";0,674;-0,674
"nasse";-0,119;0,119
"méfier";0,674;-0,674
"médicament";0,674;-0,674
"méconnaissance";3,946;-3,946
"musicien";-2,282;2,282
"multimillionnaire";0,674;-0,674
"moyen_âge";-2,282;2,282
"moulin";-0,119;0,119
"motif";0,674;-0,674
"mossad";0,674;-0,674
"moss";-2,282;2,282
"mortel";0,674;-0,674
"moraliser";0,674;-0,674
"moralisateur";0,674;-0,674
"monument";-2,282;2,282
"mobilisations";-0,119;0,119
"mmmh";3,946;-3,946
"milliard";0,674;-0,674
"migros";0,674;-0,674
"migration";0,674;-0,674
"micro_ondes";-2,282;2,282
"mexique";0,674;-0,674
"meurtrier";-2,282;2,282
"merino";-2,282;2,282
"menotte";-2,282;2,282
"medias";0,674;-0,674
"maths";0,674;-0,674
"massivement";3,946;-3,946
"maroc";-0,119;0,119
"marionnette";-0,119;0,119
"mariage";3,946;-3,946
"marginaliser";-0,119;0,119
"manche";-0,119;0,119
"manager";0,674;-0,674
"mamdani";3,946;-3,946
"malveillant";-0,119;0,119
"maillot";-2,282;2,282
"maghrébin";-0,119;0,119
"macron";-0,119;0,119
"légume";0,674;-0,674
"législation";3,946;-3,946
"législatif";0,674;-0,674
"lucidité";-0,119;0,119
"loyer";-0,119;0,119
"loup";-0,119;0,119
"louis";-0,119;0,119
"louche";0,674;-0,674
"lot";-0,119;0,119
"longueur";0,674;-0,674
"logiciel";0,674;-0,674
"lobbying";3,946;-3,946
"ll";3,946;-3,946
"linguistique";-0,119;0,119
"lingot";0,674;-0,674
"lever";3,946;-3,946
"lentille";-2,282;2,282
"lentement";-0,119;0,119
"league";-0,119;0,119
"language";0,674;-0,674
"lac";-2,282;2,282
"king";0,674;-0,674
"justesse";0,674;-0,674
"juridiquement";3,946;-3,946
"juif";3,946;-3,946
"joint";-2,282;2,282
"john";-0,119;0,119
"jenish";-0,119;0,119
"jazz";0,674;-0,674
"javier";0,674;-0,674
"it";-0,119;0,119
"islamisme";3,946;-3,946
"irréprochable";-2,282;2,282
"irrespect";0,674;-0,674
"ip";-0,119;0,119
"inversement";-0,119;0,119
"invasif";-0,119;0,119
"intimider";0,674;-0,674
"intime";-0,119;0,119
"instruction";0,674;-0,674
"institutionnel";0,674;-0,674
"inhabituel";0,674;-0,674
"informatif";3,946;-3,946
"influenceur";-0,119;0,119
"infiniment";3,946;-3,946
"inexistant";-0,119;0,119
"indépendance";-0,119;0,119
"indéniable";-0,119;0,119
"incriminer";3,946;-3,946
"incompétence";0,674;-0,674
"inclusivité";3,946;-3,946
"incel";-0,119;0,119
"impulsif";3,946;-3,946
"implication";0,674;-0,674
"impacté";-2,282;2,282
"immédiatement";3,946;-3,946
"immunité";-2,282;2,282
"imiter";0,674;-0,674
"illogique";-2,282;2,282
"idem";-0,119;0,119
"hypothétique";-0,119;0,119
"hunters";0,674;-0,674
"homophobie";3,946;-3,946
"hommage";-2,282;2,282
"hiérarchisation";0,674;-0,674
"historiquement";3,946;-3,946
"hibernation";-2,282;2,282
"heurter";-2,282;2,282
"herbe";-0,119;0,119
"hausse";-0,119;0,119
"habitation";-0,119;0,119
"générées";3,946;-3,946
"généralisation";3,946;-3,946
"gène";3,946;-3,946
"gâteau";-0,119;0,119
"guérir";-2,282;2,282
"guide";-0,119;0,119
"grossier";-2,282;2,282
"grimpeur";0,674;-0,674
"gravissime";0,674;-0,674
"gratuitement";3,946;-3,946
"grand_mère";-2,282;2,282
"grammaire";0,674;-0,674
"gore";0,674;-0,674
"go";0,674;-0,674
"girl";0,674;-0,674
"gestion";0,674;-0,674
"garde";-0,119;0,119
"garantir";0,674;-0,674
"galérer";0,674;-0,674
"galère";3,946;-3,946
"gaffe";0,674;-0,674
"félicitation";-2,282;2,282
"fusil";-2,282;2,282
"fur_et_à_mesure";0,674;-0,674
"fruit";0,674;-0,674
"frr";-0,119;0,119
"frigo";-2,282;2,282
"franchir";-0,119;0,119
"fragment";0,674;-0,674
"fracture";0,674;-0,674
"fr";-0,119;0,119
"formidable";-0,119;0,119
"for";-2,282;2,282
"footballistique";-0,119;0,119
"fonctionnel";-2,282;2,282
"foireux";0,674;-0,674
"financées";0,674;-0,674
"finalité";0,674;-0,674
"filet";-0,119;0,119
"fesse";-0,119;0,119
"fermé";-2,282;2,282
"fe";-0,119;0,119
"façonner";3,946;-3,946
"fantastique";-2,282;2,282
"fantasme";-0,119;0,119
"fallacieux";3,946;-3,946
"faillir";-0,119;0,119
"facture";-0,119;0,119
"fachiste";0,674;-0,674
"extrapoler";0,674;-0,674
"extinction";-2,282;2,282
"exposition";-0,119;0,119
"exploiter";-0,119;0,119
"exercice";-0,119;0,119
"exceptionnellement";3,946;-3,946
"exagérer";-0,119;0,119
"esquisse";0,674;-0,674
"espagnol";-0,119;0,119
"entraver";-2,282;2,282
"entourage";-0,119;0,119
"enseignement";-0,119;0,119
"enquêteur";0,674;-0,674
"ennuyeux";-0,119;0,119
"enfaite";-0,119;0,119
"encyclopédie";0,674;-0,674
"encontre";-0,119;0,119
"emoji";0,674;-0,674
"emji_visage_qui_rougit";-2,282;2,282
"emji_visage_neutre";0,674;-0,674
"emji_visage_grimaçant";-2,282;2,282
"emji_visage_festif";-2,282;2,282
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";-2,282;2,282
"emji_symbole_d_avertissement";0,674;-0,674
"emji_drapeau_états_unis";3,946;-3,946
"emji_drapeau_israël";3,946;-3,946
"emji_crâne";-2,282;2,282
"emji_colombe";-0,119;0,119
"emji_argent_dans_les_yeux_et_la_bouche";3,946;-3,946
"embaucher";-0,119;0,119
"embauche";-2,282;2,282
"détracteur";3,946;-3,946
"détenu";0,674;-0,674
"déprimer";-0,119;0,119
"dépense";0,674;-0,674
"dénuer";-2,282;2,282
"démonter";0,674;-0,674
"démesurer";0,674;-0,674
"démentir";-0,119;0,119
"délire";-0,119;0,119
"délirant";0,674;-0,674
"dégradation";-0,119;0,119
"défunt";0,674;-0,674
"définir";0,674;-0,674
"défi";-0,119;0,119
"découdre";-0,119;0,119
"décimer";-2,282;2,282
"déchet";-0,119;0,119
"déception";-0,119;0,119
"décembre";-0,119;0,119
"débarrasser";-2,282;2,282
"drastiquement";-0,119;0,119
"doucher";-2,282;2,282
"doucement";-0,119;0,119
"doter";-0,119;0,119
"dominer";-0,119;0,119
"division";0,674;-0,674
"diverger";0,674;-0,674
"distinguer";3,946;-3,946
"distinct";3,946;-3,946
"dissonance";0,674;-0,674
"disponibilité";3,946;-3,946
"disparu";-2,282;2,282
"diplomatie";-0,119;0,119
"digital";-0,119;0,119
"dictat";-0,119;0,119
"diaboliser";3,946;-3,946
"destination";-0,119;0,119
"democrates";3,946;-3,946
"debile";0,674;-0,674
"danse";-0,119;0,119
"céder";0,674;-0,674
"cyclique";0,674;-0,674
"cueillette";-2,282;2,282
"cst";3,946;-3,946
"crédit";-0,119;0,119
"créature";-2,282;2,282
"crâne";3,946;-3,946
"croissant";0,674;-0,674
"cristo";-0,119;0,119
"crack";-2,282;2,282
"courtois";-2,282;2,282
"couille";-0,119;0,119
"cou";-0,119;0,119
"correcteur";-0,119;0,119
"copie";0,674;-0,674
"cop";-0,119;0,119
"contributeurs";3,946;-3,946
"contribuable";-2,282;2,282
"construction";0,674;-0,674
"connexion";-2,282;2,282
"connaitre";-2,282;2,282
"conjoncture";0,674;-0,674
"conditionner";0,674;-0,674
"concitoyen";-0,119;0,119
"concert";0,674;-0,674
"comptabiliser";0,674;-0,674
"compromis";0,674;-0,674
"composition";-0,119;0,119
"compatir";-0,119;0,119
"commentes";3,946;-3,946
"comm";-2,282;2,282
"come";-0,119;0,119
"combinaison";-0,119;0,119
"combattant";-2,282;2,282
"colonne";-0,119;0,119
"coloniser";-0,119;0,119
"colonial";3,946;-3,946
"colon";0,674;-0,674
"cochon";0,674;-0,674
"cliquer";0,674;-0,674
"clin";3,946;-3,946
"clarifier";3,946;-3,946
"clan";3,946;-3,946
"chouine";-0,119;0,119
"chips";0,674;-0,674
"checking";3,946;-3,946
"chaussette";-2,282;2,282
"chauffer";-2,282;2,282
"chaton";0,674;-0,674
"chasser";-0,119;0,119
"chantage";0,674;-0,674
"chair";-2,282;2,282
"certifier";0,674;-0,674
"cave";3,946;-3,946
"cartouche";-2,282;2,282
"carré";-2,282;2,282
"carnivore";3,946;-3,946
"capitale";0,674;-0,674
"cap";3,946;-3,946
"canal";0,674;-0,674
"camerounais";-2,282;2,282
"bénévolat";-0,119;0,119
"bureau";-0,119;0,119
"bug";0,674;-0,674
"broyer";-2,282;2,282
"brasser";-0,119;0,119
"bouleverser";-0,119;0,119
"bouillie";-2,282;2,282
"bonsoir";0,674;-0,674
"bol";0,674;-0,674
"boisson";-0,119;0,119
"bobo";0,674;-0,674
"blick";-0,119;0,119
"blast";3,946;-3,946
"bla_bla";-0,119;0,119
"biologie";0,674;-0,674
"bienfait";3,946;-3,946
"bien_pensant";-0,119;0,119
"bidon";0,674;-0,674
"bibliothèque";3,946;-3,946
"biaiser";3,946;-3,946
"bfm";0,674;-0,674
"belgique";-2,282;2,282
"barre";-0,119;0,119
"banal";0,674;-0,674
"baguette";-2,282;2,282
"avion";-2,282;2,282
"aviaire";0,674;-0,674
"automne";-2,282;2,282
"authenticité";-0,119;0,119
"auprès_des";-0,119;0,119
"aulieu";-0,119;0,119
"assemblée";3,946;-3,946
"arnaque";0,674;-0,674
"arbre";-0,119;0,119
"apte";0,674;-0,674
"approuver";0,674;-0,674
"approprier";-2,282;2,282
"apport";3,946;-3,946
"anticiper";-2,282;2,282
"anorexie";0,674;-0,674
"animosité";-2,282;2,282
"animer";-0,119;0,119
"animaliste";0,674;-0,674
"angoisse";0,674;-0,674
"angle";-0,119;0,119
"and";3,946;-3,946
"aminé";3,946;-3,946
"amer";0,674;-0,674
"amende";-2,282;2,282
"amazonien";-0,119;0,119
"alpiniste";0,674;-0,674
"allier";-0,119;0,119
"alimentaire";3,946;-3,946
"aliment";-0,119;0,119
"albert";-2,282;2,282
"ahahaha";-2,282;2,282
"agacer";-0,119;0,119
"affûter";-2,282;2,282
"affection";-0,119;0,119
"admirer";-0,119;0,119
"administration";0,674;-0,674
"addor";-0,119;0,119
"activement";-0,119;0,119
"acharner";0,674;-0,674
"accompagnement";-2,282;2,282
"acceptation";-0,119;0,119
"acceptable";0,674;-0,674
"accentuer";3,946;-3,946
"abruti";0,674;-0,674
"abriter";-0,119;0,119
"5k";-0,119;0,119
"4j";0,674;-0,674
"2x";-2,282;2,282
"2e";0,674;-0,674
"2ans";-2,282;2,282
"1h";-0,119;0,119
"10h";-2,282;2,282
"être";16,943;-16,943
"de";14,807;-14,807
"la";2,833;-2,833
"avoir";-34,258;34,258
"et";-0,017;0,017
"les";-1,421;1,421
"le";-0,619;0,619
"pas";3,69;-3,69
"user_utilisateurice";87,238;-87,238
"que";0,386;-0,386
"ne";16,003;-16,003
"à";-0,088;0,088
"c";0,073;-0,073
"des";8,529;-8,529
"en";-24,432;24,432
