"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29";"classe 30";"classe 31";"classe 32";"classe 33";"classe 34";"classe 35";"classe 36";"classe 37";"classe 38";"classe 39";"classe 40";"classe 41";"classe 42";"classe 43";"classe 44";"classe 45";"classe 46";"classe 47";"classe 48";"classe 49";"classe 50";"classe 51";"classe 52";"classe 53"
"voir";-1,788;0,056;-0,491;-0,375;-2,284;-1,788;28,483;1,697;-0,491;0,026;-1,014;-2,534;11,284;-0,223;-2,701;-2,617;3,976;-0,172;-2,201;2,444;-0,945;0,004;-0,809;4,591;0,182;-0,614;5,374;0,138;2,19;1,386;6,389;3,496;0,138;0,197;0,003;-0,432;-3,457;-0,432;-0,432;-0,876;-0,678;0,197;1,257;0,003;-3,036;-0,349;-2,701;-1,519;0,1;-2,284;0,451;-0,552;1,869
"annoncer";-1,838;-1,922;-2,177;0,018;-2,348;-1,838;-0,532;8,717;-2,177;-1,298;-2,862;-2,605;0,249;58,464;8,874;-2,69;0,005;-1,668;-2,263;0,581;-1,005;-1,448;-0,06;-1,223;-2,69;-2,348;5,08;31,735;-0,596;0,193;0,83;3,266;0,976;-1,668;5,08;2,545;-3,554;5,549;0,006;50,657;-2,433;-1,668;-1,838;2,274;-3,121;3,19;-2,776;-3,467;-1,077;-2,348;-0,661;-2,263;-1,372
"homme";-1,266;-0,048;-1,501;-1,383;-0,182;-0,03;-0,121;3,696;0,28;2,207;30,445;-1,795;0,101;0;-1,913;0,05;-0,001;-1,15;-1,559;-0,121;-0,363;0,424;0,073;9,251;-1,854;-1,618;-0,121;-1,913;-1,559;-1,795;-0,07;-0,286;-1,913;-0,005;-1,501;-1,442;-0,759;10,698;35,447;0,05;0,135;-0,005;0,608;-1,501;0;23,698;-0,363;-2,39;0,018;-1,618;-0,182;-1,559;-0,575
"canton";-1,362;-0,085;-0,178;-0,113;-1,741;-1,362;0,183;-1,237;-1,614;17,593;0,001;-1,931;-1,868;-0,651;14,852;-1,995;23,086;-1,237;-1,678;1,631;0,006;-2,442;0,028;-2,25;-0,416;-0,251;1,631;9,6;-0,213;16,511;-1,488;-1,931;-2,058;-1,237;1,631;-0,144;-0,906;-1,551;-0,144;-1,995;-0,29;-0,021;50,848;8,854;-2,314;-0,802;-2,058;-0,853;14,101;-1,741;-1,741;-1,678;-0,7
"fédéral";-1,395;-1,459;-1,652;-0,13;-0,275;-0,072;0,156;-1,266;-1,652;38,928;2,172;-0,403;-0,359;3,986;-0,495;-2,042;29,372;-1,266;-1,717;8,509;0,002;-0,795;-1,977;-2,303;-0,449;-0,275;-0,198;20,526;0,115;0,019;-1,523;0,019;-2,107;0,62;-1,652;-1,588;-2,697;-0,163;0,206;-0,449;-1,847;-0,028;18,441;1,528;-2,369;-0,058;-2,107;-2,631;26,61;-1,782;-1,782;-1,717;-0,027
"temps";-1,524;-0,163;-1,806;-0,202;-1,947;-1,524;0,074;0,44;-0,287;3,21;1,675;-0,53;2,461;-0,062;-0,006;-0,001;2,977;-1,384;-1,877;-0,287;-0,006;-0,98;0,57;35,942;4,651;-0,379;-0,287;-0,637;-1,877;-0,53;-0,202;0,57;-0,637;-0,066;1,169;1,334;-0,192;-1,735;0,11;-0,583;0,012;-0,066;-0,127;1,169;-0,863;-1,04;0,41;2,368;-2,374;-0,379;-1,947;0,047;1,111
"novembre";46,204;-1,543;-1,748;-0,174;-1,885;-1,475;0,101;0,502;-1,748;-0,041;-2,298;-2,091;2,674;-0,041;4,641;-0,532;-0,059;-1,34;-1,817;1,294;-0,583;-2,645;-0,482;6,936;-2,16;-1,885;1,294;25,728;1,138;-0,482;-0,174;0,657;-0,001;-1,34;0,101;49,887;-2,854;0,141;0,141;2,227;-1,954;0,502;-0,105;-0,252;-2,506;0,119;-2,229;-2,784;-0,006;-1,885;0,998;-0,295;-0,853
"mondial";-1,379;-0,092;-1,633;0,281;1,247;-1,379;0,169;0,646;-1,633;-2,341;5,01;-0,388;17,123;-0,012;-0,478;-2,018;-2,406;-1,252;-1,697;1,579;-2,083;-0,035;62,438;61,705;-2,018;-1,761;-1,633;0,004;0,127;0,023;1,986;23,058;-2,083;-0,025;-1,633;-0,153;-0,931;-1,57;-0,153;0,011;0,063;-1,252;-1,379;-0,188;-2,341;-0,825;-2,083;-0,877;2,243;-1,761;-0,263;-1,697;-0,022
"projet";-0,026;-1,308;-1,482;-1,366;-0,171;-1,251;2,043;-1,135;-1,482;8,975;-1,948;-0,273;0,113;2,284;0,961;-1,831;64,746;-1,135;-1,54;0,299;-1,889;0,453;-1,772;-2,065;-1,831;-1,598;-1,482;0,038;-0,141;12,42;6,259;12,42;-1,889;0,888;5,343;-1,424;-2,419;0,367;-1,424;-0,309;-1,656;-1,135;7,36;0,299;-2,124;-0,644;-1,889;-2,36;-0,387;-1,598;-1,598;-1,54;19,215
"franc";-1,33;-1,392;-1,576;-0,098;-0,227;-1,33;-0,158;-1,208;-1,576;1,918;-2,072;-0,343;0,062;-0,003;0,762;-1,948;59,926;-1,208;-0,191;4,741;-2,01;-2,385;-1,886;-2,197;-1,948;-1,7;0,212;-0,428;14,25;78,521;-1,453;0,041;-2,01;-1,208;0,212;-1,515;-2,573;-1,515;-0,127;0,864;-1,762;-1,208;6,624;31,476;-2,259;-0,03;-2,01;-2,51;20,978;-1,7;-1,7;-0,191;-0,01
"état";-1,266;-1,325;-1,501;-0,07;-1,618;-1,266;-0,121;0,854;-1,501;-0,531;0,018;-0,286;-1,736;78,599;0,032;-1,854;-0,001;-1,15;-1,559;-0,121;0,032;-0,62;-1,795;5,261;-1,854;-1,618;1,979;16,645;-1,559;-1,795;0,421;3,531;-1,913;-0,005;0,28;-1,442;-0,759;17,348;2,197;17,508;-1,677;-1,15;0,608;1,979;-2,151;4,105;-1,913;-2,39;-1,973;0,176;-0,182;-1,559;-2,21
"partir";-1,235;-0,038;-1,463;-0,057;-1,577;-0,022;-1,463;-0,002;-1,463;0,626;-0,371;-1,75;-1,692;0,626;1,005;-0,295;4,911;-1,121;-1,52;-0,104;-1,865;-0,578;-0,259;-2,039;-1,808;-0,16;106,608;17,304;5,067;-1,75;-0,057;-0,259;1,005;-1,121;5,474;2,335;0,314;-1,406;-0,079;0,067;0,163;-1,121;0,665;0,319;-2,097;0,421;1,005;-2,33;-1,923;0,207;-0,16;-1,52;-0,535
"devenir";-1,573;0,169;-1,864;1,386;-2,01;-0,151;0,053;0,384;-1,864;-0,086;3,725;-0,58;20,049;-0,929;0,344;-2,303;-2,746;-0,083;-0,371;-1,864;-2,377;0,08;0,491;0,183;-2,303;-2,01;6,872;1,679;10,919;-2,23;-0,232;18,993;4,021;-0,083;-0,323;-1,791;-0,233;-0,276;-1,791;-2,303;0,005;-1,428;15,522;1,054;-0,929;0,056;-2,377;-1,177;-0,028;-0,421;2,748;0,915;-0,111
"américain";0,554;-1,358;-0,139;-1,418;-1,659;-1,298;-1,538;3,52;-1,538;-2,205;-0,437;-1,84;1,193;332,029;-1,962;-1,901;-2,266;-1,179;-1,599;9,595;-0,395;-2,327;0,055;-2,144;-0,354;-1,659;0,245;0,837;0,193;-0,314;2,299;1,063;0,837;-1,179;-1,538;-1,478;-2,511;0,306;-1,478;41,689;-0,239;-1,179;-0,039;-0,139;-2,205;0,316;-1,962;-2,45;-0,437;-1,659;1,492;-1,599;-0,616
"président";-1,235;-1,292;-1,463;2,584;-0,16;-1,235;0,319;-1,121;-1,463;0,626;-1,923;-1,75;-1,692;81,042;-0,332;-1,808;-0,535;-1,121;-1,52;-0,104;-0,332;-2,213;-0,259;-2,039;-0,295;-1,577;89,072;65,718;-0,131;0,093;-1,349;-1,75;-1,865;-1,121;-0,104;-1,406;-0,712;0,389;-1,406;11,997;-1,635;-1,121;-1,235;2,109;-2,097;32,253;-1,865;-2,33;-1,923;-1,577;1,718;-1,52;-2,155
"lausanne";-1,187;-1,242;-1,407;0,547;-1,517;-1,187;11,084;-1,078;-1,407;-0,436;-1,849;-0,22;-0,188;-2,016;7,171;-0,253;0,004;4,181;-1,462;0,385;0,072;0;0,129;-1,96;-1,738;-0,13;-1,407;1,147;-0,104;8,093;-1,297;-0,22;0,072;0;93,135;-0,059;-0,642;-1,352;19,021;-1,738;-1,572;0;-1,187;0,385;-0,436;0;-0,287;-2,24;0,05;-1,517;1,907;-0,104;0,657
"viser";-1,427;-1,493;-1,691;-1,559;-1,823;-1,427;-0,219;-1,295;-1,691;1,546;-2,222;-2,022;-1,956;11,179;0;-2,089;21,536;-1,295;-1,757;4,113;-0,53;6,222;-2,022;-2,356;-2,089;-1,823;-0,219;4,987;0,095;0,011;1,817;0,011;-2,156;-0,037;-0,219;-1,625;-2,76;-0,182;-0,182;20,854;-1,889;-1,295;61,457;8,181;-2,423;3,061;-2,156;-2,692;0,487;-1,823;-1,823;-1,757;28,427
"national";-1,219;-1,275;-1,444;-0,051;-0,15;-1,219;-1,444;-1,107;-0,096;-0,473;-1,898;0,104;0,138;2,448;-0,317;-1,784;35,432;-1,107;-1,501;-0,096;0,053;-2,185;-0,246;29,479;-1,784;-1,557;2,177;33,509;5,195;-1,727;-0,051;-1,727;-1,841;-1,107;-0,096;-0,072;-0,688;0,412;0,412;-0,281;-1,614;-0,001;-0,018;2,177;-2,07;-0,6;-1,841;-0,008;23,832;-1,557;-1,557;-1,501;2,268
"groupe";-0,983;0,001;-1,165;-1,074;-1,256;-0,983;-0,009;-0,893;0,789;-1,67;-0,141;-1,393;-1,348;0,132;24,082;-1,439;0,105;-0,893;-1,21;8,154;-1,485;1,193;0,39;21,131;-1,439;-1,256;0,789;0,283;-1,21;-1,393;4,134;-0,077;9,967;-0,893;-1,165;-1,119;-0,361;15,652;0,898;10,513;-1,302;-0,893;1,31;0,789;-1,67;0,062;-1,485;-1,855;-0,141;-1,256;-1,256;-1,21;-0,243
"équipe";-1,03;-1,077;-1,22;-0,003;-1,316;0,001;-0,02;-0,935;-1,22;-0,262;-0,178;-0,105;2,265;-1,749;4,751;-1,508;0,067;-0,935;-0,033;-1,22;-1,556;11,42;5,408;338,646;-1,508;-1,316;-1,22;-1,556;-0,033;2,079;-1,125;-1,46;-0,153;-0,935;-1,22;-0,01;-1,992;-1,173;-0,01;-0,128;0,433;0,017;0,001;-1,22;-0,262;-1,895;-1,556;-0,389;-1,604;-1,316;-1,316;-1,268;7,064
"samedi";-1,362;-1,425;-1,614;-1,488;-1,741;-1,362;0,183;13,836;-1,614;-0,651;-2,122;-1,931;-0,331;-0,651;0,006;-1,995;-0,017;-1,237;-1,678;-1,614;0,006;-2,442;2,98;-0,003;-1,995;-1,741;-1,614;0,692;0,138;0,028;-1,488;-1,931;-0,461;-1,237;0,183;1,827;478,952;-0,144;32,269;0,79;-1,804;3,193;-1,362;-0,178;-2,314;0,231;-2,058;-2,571;-0,507;-1,741;-1,741;-1,678;-2,378
"offrir";-1,379;-1,442;-0,188;-1,506;-1,761;-1,379;40,011;-0,025;-1,633;1,724;-2,147;-1,954;-1,89;0,363;9,403;-2,018;3,828;-1,252;0,127;8,679;0,659;3,579;-1,954;-2,276;-2,018;-1,761;-1,633;-0,478;-1,697;-0,388;1,986;2,897;0,004;0,646;14,371;0,221;-2,666;-1,57;-1,57;-2,018;-1,825;-0,025;-1,379;-1,633;-2,341;-0,825;-2,083;-0,068;-0,525;-1,761;-0,263;-0,224;138,732
"ville";-0,015;-1,258;-0,088;6,701;-1,537;-1,203;0,362;-1,092;-1,425;2,533;-1,874;-1,705;-0,2;-2,043;3,409;-0,267;-0,495;-1,092;-1,481;-1,425;1,098;-2,156;0,116;0,786;-0,267;-0,14;5,745;3,409;0,297;19,878;-1,314;-0,233;-1,817;0,996;10,854;-0,065;-0,665;0,436;0,436;-1,761;-1,593;4,079;3,338;-0,088;-2,043;-0,578;-0,302;-2,27;3,166;0,242;-1,537;-0,113;2,35
"travail";-1,124;-1,176;-0,052;-0,021;-1,436;-0,003;6,494;-1,02;-1,332;-1,909;7,477;-1,593;-0,143;0,911;13,232;0,151;-1,962;-1,02;-1,384;6,494;-0,23;-2,015;-1,593;-0,329;-1,645;-0,094;-1,332;-0,23;0,411;-1,593;7,524;-1,593;-0,23;-1,02;0,486;-1,28;0;0,571;-1,28;-0,2;-0,117;-1,02;48,707;0,486;-1,909;-0,474;-0,23;-2,121;18,987;-1,436;2,188;-1,384;10,311
"fois";-1,459;-0,13;-1,729;0,204;-1,864;-1,459;-0,241;6,757;-1,729;3,578;-0,004;-2,068;2,749;1,436;0;-0,515;-0,052;-1,325;-1,797;-0,241;0;0,168;5,48;-0,022;-0,515;-1,864;0,111;-2,205;12,337;14,841;-0,164;-0,466;0,51;-0,046;13,167;-1,661;2,491;-1,661;-0,202;-2,136;-0,371;-0,046;-0,098;-0,241;-2,478;-0,092;-0,565;-1;4,428;-0,326;0,05;-1,797;3,331
"cliquer";-1,508;-1,577;-1,787;-1,647;-1,927;-1,508;135,915;-1,369;-1,787;3,298;-0,673;-2,137;-2,067;20,695;-2,278;-2,208;-0,898;-1,369;-1,857;-0,275;0,433;-0,957;-2,137;-2,49;-2,208;-1,927;0,083;0,433;-1,857;-0,514;0,165;-2,137;-2,278;-1,369;1,21;4,007;-2,917;-0,233;8,007;0;-1,997;-1,369;57,607;85,04;-2,561;8,638;-0,619;-2,845;0,364;-1,927;-0,366;-1,857;1,157
"près_de";-1,266;-1,325;-0,121;0,421;-1,618;-1,266;1,979;-0,005;-1,501;0,559;-0,404;-1,795;1,29;0;0,032;-0,324;0,488;-1,15;-1,559;5,217;-1,913;12,45;-0,286;-2,091;-1,854;-1,618;-0,121;0,032;1,781;18,431;-1,383;1,154;-1,913;-1,15;-0,121;0,346;-0,759;5,648;2,197;0,05;-1,677;0,854;-1,266;-1,501;-2,151;0,366;-1,913;-2,39;22,549;-1,618;-1,618;0,224;8,318
"archive";-1,171;-1,225;-1,388;2,903;-1,497;-1,171;-1,388;-1,063;-1,388;-1,989;0,059;-1,66;0,182;-1,989;-1,77;-1,715;-2,044;0;-1,442;-1,388;-1,77;-2,099;-1,66;-1,934;-0,239;-1,497;-1,388;-1,77;-1,442;-1,66;0,576;-0,207;7,35;0;-1,388;-0,052;629,097;-1,334;-1,334;-1,715;-1,551;209,572;-1,171;-1,388;-1,989;0;-0,272;-0,577;-1,824;-1,497;0,28;-1,442;-0,456
"noël";-0,89;-0,931;0;0,007;-0,005;-0,89;4,252;0,074;-1,055;1,875;-0,075;-0,032;-0,021;-1,512;-0,059;-1,303;-1,554;-0,808;293,995;0;-1,345;-1,596;-1,262;-1,47;-1,303;-1,137;0;-0,059;8,976;41,381;1,336;-0,032;-0,059;14,347;0;0,002;0,1;-1,014;-1,014;-1,303;-1,179;-0,808;-0,89;-1,055;-1,512;-1,638;-1,345;-1,68;-1,387;-1,137;-1,137;-1,096;-0,153
"jean";-1,235;-1,292;-0,104;-0,057;-1,577;-1,235;16,926;-0,002;-1,463;0,626;-1,923;-0,259;-1,692;0,002;11,36;-1,808;2,188;-0,002;-1,52;2,109;0,045;-2,213;-0,259;0,708;-1,808;-1,577;-0,104;11,36;-1,52;1,252;-0,057;-1,75;0,045;-0,002;5,474;5,917;3,855;-1,406;-1,406;-1,808;-0,192;-0,002;-1,235;34,677;-2,097;1,87;-0,332;-2,33;0,029;-1,577;-0,16;-1,52;0
"décembre";19,367;-1,409;-1,595;0,317;-1,72;-1,346;0,197;-0,018;-1,595;-0,006;0,002;-1,908;0,054;1,851;0,726;-1,971;0,353;-1,222;1,504;-0,168;-2,034;-2,413;0,937;0,48;-1,971;-1,72;-1,595;0,726;8,424;6,421;0,317;3,066;-2,034;-0,018;22,21;1,885;-0,069;-1,533;-0,135;0,826;0,08;0,701;-1,346;1,685;-2,287;-0,036;-2,034;-2,54;-0,49;-1,72;3,925;-1,658;-0,013
"connaître";0,436;-1,442;-1,633;1,986;-0,263;-0,066;-1,633;7,435;-0,188;-2,341;0,573;0,023;-0,345;-0,671;-2,083;-2,018;-2,406;-1,252;-0,224;-0,188;0,004;6,679;0,859;0,425;-2,018;-1,761;0,169;-2,083;0,127;-0,388;-1,506;16,216;46,574;3,117;-1,633;1,772;1,081;0,221;-0,153;0,011;-0,303;-1,252;-0,066;-0,188;1,724;-0,05;-2,083;-2,601;-0,525;-1,761;3,73;-0,224;0,306
"social";-1,203;-1,258;-0,088;-1,314;-1,537;-1,203;0,362;-0,001;-1,425;9,622;42,273;-1,705;0,152;0,007;-0,302;-0,267;2,35;-1,092;-1,481;-0,088;0,062;0;-0,233;-1,986;-1,761;-1,537;-0,088;0,062;-0,113;1,356;29,051;13,213;-0,302;0,996;-0,088;-1,37;-2,327;2,481;-1,37;-0,267;-1,593;-1,092;7,85;2,248;-2,043;4,613;-1,817;-2,27;0,985;-1,537;-1,537;-1,481;-0,495
"nouvelle";0,415;-1,459;-1,652;-1,523;-1,782;-1,395;1,528;-0,028;-1,652;-0,692;0,543;-0,403;0,034;-0,016;9,211;-2,042;0,285;-1,266;-1,717;-1,652;-0,495;3,478;-1,977;7,741;-0,449;-1,782;-0,198;0,627;3,96;2,816;9,841;30,615;-2,107;-0,028;14,119;-1,588;-2,697;-0,163;-0,163;2,584;-0,316;-0,028;0,415;-0,198;-2,369;-0,848;-2,107;-0,902;0;-1,782;-0,275;-0,236;3,724
"service";-1,077;-1,126;-1,276;-1,176;-1,376;-1,077;2,895;-0,978;-0,035;-0,312;-0,219;-1,526;-1,476;6,85;63,359;-1,576;16,931;-0,978;-1,326;12,881;0,163;-1,93;-0,137;-0,28;-1,576;-1,376;-1,276;0,163;2,649;-0,137;-0,011;0,246;-1,627;0,007;41,218;0,667;-2,083;3,165;7,514;0,202;-0,09;0,007;-1,077;-1,276;-0,312;-0,414;-1,627;-2,032;-0,219;-1,376;-1,376;-1,326;-1,879
"police";-0,875;-0,915;-1,036;0,01;-1,118;-0,875;0;-0,794;-1,036;-1,486;-1,363;0,625;-0,016;-0,119;2,627;-1,281;-0,14;-0,794;0;-1,036;-1,322;-1,568;-1,24;-1,445;-1,281;-0,003;1,119;-0,051;9,229;3,038;-0,956;-1,24;-1,322;-0,794;0;-0,996;-1,692;41,081;325,794;0,552;-1,158;-0,794;0,037;4,393;-1,486;1,571;-0,051;-1,651;-1,363;-1,118;-1,118;-1,077;-0,14
"unir";-1,155;-1,209;-1,369;-0,03;-1,476;-1,155;-0,066;4,395;-1,369;-1,962;1,129;-0,195;-1,584;265,249;-0,258;-1,692;-2,017;-1,049;-1,423;0,433;0,093;0,004;-1,638;10,856;-1,692;-1,476;6,182;0,093;-1,423;-1,638;-0,03;14,072;-0,258;-1,049;-0,066;-0,046;-2,235;6,659;-0,046;4,006;-1,53;-1,049;-1,155;-1,369;-1,962;0,582;-1,746;-2,18;0,068;-1,476;-1,476;-1,423;0,01
"demander";-1,235;-1,292;-1,463;-1,349;0,207;-1,235;-1,463;-1,121;-1,463;14,267;0,029;-1,75;0,125;-0,492;17,304;-1,808;19,594;-1,121;-0,131;-0,104;-1,865;-2,213;-0,259;-0,451;-0,295;-1,577;-1,463;11,36;15,943;3,736;2,584;1,252;-1,865;-1,121;2,109;-1,406;-2,388;5,917;0,389;-0,295;-1,635;-1,121;7,519;2,109;-2,097;4,352;-1,865;-2,33;-0,371;-1,577;-1,577;-1,52;0,551
"santé";-1,03;-1,077;0,675;0,889;-0,048;-1,03;0,675;0,017;-1,22;3,68;14,437;-1,46;-1,412;0,089;-1,556;-1,508;-0,293;-0,935;-1,268;3,184;97,826;17,38;-1,46;-1,701;-1,508;-1,316;-1,22;-0,153;0,585;-0,105;-1,125;-1,46;-1,556;-0,935;-0,02;-0,01;-0,422;-0,01;-1,173;0,262;-1,364;-0,935;4,502;0,675;-0,262;0,034;-0,153;0,022;0,178;-1,316;-1,316;-0,033;-0,293
"prix";-0,707;-0,739;0,054;0,099;-0,903;0,163;1,9;-0,641;-0,837;7,635;-1,1;-1,001;0,007;7,635;0;-1,034;-1,233;-0,641;0,037;13,48;0;0,57;0,003;-1,167;-1,034;-0,903;-0,837;0;22,044;1,216;15,149;4,643;-1,067;0,254;-0,837;-0,804;-1,367;0,074;0,074;-1,034;0,014;-0,641;0,163;1,9;-1,2;-0,045;-1,067;-1,333;-1,1;-0,903;0,024;-0,87;-1,233
"international";-1,108;0,814;-1,313;-1,211;-0,085;-1,108;2,718;0,003;-1,313;-0,346;1,291;-1,571;1,884;3,107;-1,674;-1,622;-0,381;-1,006;-1,364;2,718;0,132;-1,986;1,716;0,056;-0,187;-1,416;2,718;1,421;2,481;1,716;-0,017;-0,159;4,084;-1,006;2,718;-0,03;-2,143;2,978;-0,03;39,662;-0,108;-1,006;-0,002;-0,046;-1,882;-0,453;-1,674;-2,091;1,291;-0,085;-1,416;-1,364;-0,381
"suivre";-1,203;-0,028;-1,425;0,52;-0,14;-0,015;-0,088;4,079;-1,425;0,007;-0,338;-1,705;1,504;-0,454;-1,817;-0,267;0,002;-1,092;-1,481;-1,425;0,062;0,547;0,116;15,589;-0,267;-1,537;5,745;0,062;0,297;1,356;-0,045;1,356;0,062;-0,001;-0,088;0,436;1,728;0,436;-0,065;1,221;-0,169;4,079;3,338;-0,088;-0,454;-0,578;1,098;-2,27;0,042;-1,537;-1,537;-1,481;-2,1
"semaine";-0,012;-1,242;-1,407;0,547;-0,13;-1,187;-0,08;1,035;-1,407;2,621;-1,849;1,411;-1,627;5,659;7,171;-1,738;2,434;-1,078;-1,462;-1,407;-0,287;0,582;-0,22;2,821;-1,738;-0,13;5,887;3,514;-0,104;4,066;-1,297;-1,683;-1,793;0;0,385;2,558;-2,296;0,461;-1,352;7,616;-0,158;-1,078;-0,012;0,385;-2,016;0,513;-0,287;-0,003;-0,323;-1,517;-0,13;-1,462;0,657
"photo";-1,187;-1,242;-1,407;-1,297;-1,517;-1,187;111,381;-1,078;-1,407;0,01;-1,849;-1,683;-1,627;15,196;-1,793;-0,253;0,004;-1,078;-1,462;-0,08;0,072;-0,516;-0,22;-1,96;-1,738;-1,517;2,32;1,147;-1,462;-1,683;0,547;-0,22;-1,793;-1,078;0,385;-0,059;-2,296;-0,059;0,461;3,779;-1,572;-1,078;14,537;17,913;-2,016;26,059;-1,793;-2,24;6,755;-1,517;-0,13;-1,462;2,434
"révéler";-1,266;-1,325;-1,501;-1,383;-1,618;-1,266;5,217;-0,005;-1,501;-0,531;30,445;-1,795;-1,736;-2,151;0,918;-0,324;-2,21;-1,15;-1,559;1,979;41,231;18,044;-1,795;-2,091;-1,854;-1,618;0,28;-0,363;1,781;0,073;0,421;3,531;-0,363;-1,15;-0,121;-0,094;-2,45;0,346;2,197;-0,324;-1,677;-1,15;0,608;0,28;-2,151;0,366;-1,913;-2,39;2,796;-1,618;1,602;-1,559;13,051
"politique";0;-1,126;-1,276;-1,176;-1,376;-1,077;-0,035;-0,978;-1,276;-0,312;1,409;-1,526;-0,112;6,85;-1,627;-1,576;0,961;-0,978;-1,326;6,998;0,163;-1,93;-1,526;-1,778;-1,576;-1,376;85,586;77,43;-0,051;-1,526;0,772;9,566;-0,19;-0,978;-1,276;-1,226;-0,485;-0,021;-0,021;4,638;-1,426;-0,978;0;-0,035;-1,829;10,103;-1,627;-2,032;1,409;-1,376;-1,376;-1,326;-0,345
"jeudi";-1,092;-1,143;-1,294;-1,193;-1,396;-1,092;-0,04;56,838;-1,294;0,046;-1,702;-1,548;-1,498;11,359;0,147;-1,599;0,031;-0,992;-1,345;2,805;-0,203;-0,398;0,226;-0,296;-1,599;-1,396;0,544;13,837;0,464;-0,148;-1,193;-1,548;-1,651;-0,992;12,602;31,084;-2,113;0,634;-1,244;4,504;-1,447;1,295;0,981;0,544;-0,329;0,74;-1,651;-2,061;1,349;-1,396;-1,396;-1,345;0,031
"lundi";-1,014;-1,061;-1,202;-0,002;-0,041;-1,014;-1,202;0,021;-1,202;-1,723;0,197;-1,438;-1,39;1,288;-0,141;-1,485;12,26;-0,921;-1,249;-1,202;-1,532;-1,818;-0,096;13,446;-1,485;-0,041;-0,016;1,824;-0,027;-0,096;3,895;0,337;-0,141;0,021;14,082;8,294;-1,962;-0,007;8,294;9,99;-1,343;-0,921;-1,014;14,082;-0,247;-0,337;-1,532;-1,914;4,597;-1,296;-1,296;-1,249;0,078
"couper";-0,968;-1,012;-1,146;-1,057;-1,236;-0,968;-0,006;255,261;0,83;-1,643;-1,507;-1,371;2,622;-0,201;-1,462;-0,087;0,12;0,036;-0,014;3,618;-1,462;-1,734;0,418;194,419;-1,417;-1,236;0,83;2,061;0,729;-0,069;-1,057;-1,371;-1,462;-0,878;-0,006;-1,102;0,04;-1,102;-1,102;-1,417;-1,281;-0,878;-0,968;0,83;-1,643;-0,283;-0,107;-1,826;-1,507;-1,236;-1,236;-1,191;-1,689
"lancer";-1,077;-1,126;0,574;-1,176;-1,376;0;2,895;0,007;-0,035;0,055;0,129;-1,526;16,51;-1,829;0,163;-0,163;6,489;-0,978;-1,326;2,895;-1,627;-1,93;0,246;-0,28;1,694;-1,376;2,895;1,546;0,492;0,246;3,461;4,961;-0,19;-0,978;2,895;-1,226;0,002;-1,226;3,165;-0,163;0,354;-0,978;-1,077;0,574;-1,829;0,015;-1,627;-0,449;-1,677;-0,069;-0,069;-1,326;-0,345
"initiative";-0,798;-0,835;-0,946;-0,872;-1,02;-0,798;1,426;-0,724;-0,946;2,464;3,008;-1,131;-0,001;-0,064;-1,206;-1,168;92,426;-0,724;-0,983;-0,946;-1,206;-1,43;-1,131;-1,318;-1,168;-1,02;-0,946;3,215;1,289;-1,131;-0,872;0,853;-1,206;0,146;-0,946;-0,909;-1,543;0,023;-0,909;0,767;-1,057;-0,724;93,914;30,545;-1,355;0,295;-0,018;-1,506;-0,027;-1,02;-1,02;-0,983;0,383
"français";-0,89;-0,931;-1,055;-0,972;-1,137;-0,89;0;2,086;-1,055;0,253;0,394;-1,262;3,15;-0,132;0,452;-1,303;1,739;-0,808;-1,096;-1,055;-1,345;-1,596;7,048;0,295;-1,303;-1,137;0;6,272;0,95;0,586;1,336;-1,262;0,452;0,074;0;0,002;-0,248;0,002;-1,014;-0,045;3,393;-0,808;-0,89;1,066;-1,512;29,071;-1,345;-1,68;-1,387;0,845;3,656;-0,001;-1,554
"nombreux";-1,077;-1,126;-0,035;-0,011;2,424;0;-1,276;-0,978;-0,035;-0,312;4,058;-1,526;-0,112;3,325;-0,19;-1,576;11,096;0,007;-1,326;-0,035;-0,19;0,869;-0,137;0,076;-1,576;0,419;0,574;-1,627;6,523;-0,137;0,772;0,246;0,163;1,343;-0,035;3,165;-0,485;-1,226;-1,226;-1,576;-1,426;4,986;1,023;-1,276;-1,829;-1,981;-0,19;0,007;4,058;-1,376;-0,069;-0,051;0,961
"miracle";-0,571;-0,597;-0,676;-0,623;-0,729;-0,571;-0,676;-0,518;-0,676;-0,969;-0,889;-0,809;-0,782;-0,969;-0,862;-0,835;-0,996;-0,518;-0,703;-0,676;-0,862;0,001;-0,809;-0,942;-0,835;-0,729;-0,676;-0,862;0,165;-0,809;-0,623;-0,809;-0,862;-0,518;-0,676;-0,65;1229,343;-0,65;-0,65;-0,835;0,111;-0,518;-0,571;-0,676;-0,969;-1,05;-0,862;-1,077;-0,889;-0,729;-0,729;-0,703;-0,996
