"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"traditionnel";-0,313;-0,381;-0,354;-0,464;1,031;-0,45;-0,286;-0,423;-0,368;-0,26;-0,368;-0,34;0,894;-0,26;-0,395;-0,423;-0,45;1,481;15,458;-0,327;-0,313;5,48;1,72;-0,354;-0,506
"terme";-0,278;-0,339;1,725;1,027;-0,363;-0,4;-0,254;-0,375;1,613;-0,23;-0,326;-0,302;7,741;-0,23;-0,351;-0,375;-0,4;-0,302;18,052;-0,29;-0,278;-0,437;-0,278;-0,314;-0,449
"sud";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;17,471;2,054;-0,264;1,53;-0,201;-0,306;-0,328;22,923;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"spécial";8,775;0,942;-0,394;5,047;-0,455;-0,501;-0,319;-0,47;1,019;-0,289;-0,409;-0,379;-0,486;-0,289;-0,44;-0,47;0,633;-0,379;-0,532;-0,364;-0,349;-0,548;-0,349;19,426;-0,563
"siège";-0,243;-0,296;56;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;1,53;-0,201;1,822;-0,328;-0,349;2,325;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"scientifique";-0,278;-0,339;-0,314;-0,412;-0,363;1,094;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;56,484;1,977;-0,278;0,905;-0,278;-0,314;-0,449
"réponse";-0,278;-0,339;-0,314;-0,412;-0,363;7,422;-0,254;-0,375;-0,326;2,844;-0,326;-0,302;-0,387;2,844;-0,351;-0,375;-0,4;-0,302;6,84;1,977;2,12;-0,437;-0,278;-0,314;-0,449
"récemment";-0,278;-0,339;-0,314;-0,412;-0,363;19,384;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;2,844;-0,351;-0,375;-0,4;-0,302;-0,425;11,226;-0,278;6,573;-0,278;-0,314;-0,449
"réaction";-0,278;-0,339;-0,314;-0,412;-0,363;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;8,826;-0,375;-0,4;-0,302;18,052;28,038;-0,278;-0,437;-0,278;-0,314;-0,449
"romain";-0,173;3,336;-0,196;-0,257;3,023;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;2,396;-0,181;-0,173;2,291;-0,173;3,698;-0,28
"rapide";-0,173;-0,211;-0,196;-0,257;-0,226;2,623;-0,158;2,881;3,511;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;2,396;4,119;-0,173;-0,272;-0,173;-0,196;-0,28
"programme";-0,243;-0,296;12,108;-0,36;-0,317;-0,349;-0,222;-0,328;2,054;-0,201;-0,285;-0,264;1,53;3,48;-0,306;-0,328;-0,349;2,325;-0,371;-0,254;2,643;-0,382;-0,243;-0,275;-0,393
"privé";-0,173;3,336;-0,196;2,506;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;2,748;5,55;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;-0,272;4,357;-0,196;-0,28
"positif";-0,278;-0,339;-0,314;-0,412;1,326;1,094;-0,254;1,243;-0,326;-0,23;1,613;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;1,845;6,84;-0,29;-0,278;-0,437;2,12;-0,314;-0,449
"parlementaire";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;3,48;2,054;-0,264;1,53;17,471;10,581;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"occasion";-0,173;-0,211;3,698;-0,257;3,023;-0,249;-0,158;-0,234;3,511;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;3,9;-0,264;-0,181;-0,173;-0,272;-0,173;-0,196;2,193
"objet";-0,278;-0,339;1,725;-0,412;-0,363;-0,4;-0,254;-0,375;-0,326;2,844;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;17,44;-0,278;10,158;0,85
"nord";-0,313;1,19;-0,354;0,775;-0,409;-0,45;-0,286;-0,423;-0,368;12,804;1,279;-0,34;-0,437;-0,26;-0,395;-0,423;6,229;-0,34;-0,478;-0,327;-0,313;-0,492;-0,313;-0,354;5,257
"nom";-0,313;-0,381;-0,354;-0,464;1,031;0,832;-0,286;0,96;-0,368;-0,26;-0,368;-0,34;0,894;2,354;1,107;6,81;-0,45;-0,34;-0,478;-0,327;-0,313;-0,492;1,72;-0,354;-0,506
"médical";-0,173;-0,211;-0,196;-0,257;-0,226;13,974;-0,158;-0,234;3,511;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;13,974;-0,188;-0,264;-0,181;-0,173;-0,272;-0,173;-0,196;-0,28
"mouvement";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;2,054;-0,201;-0,285;-0,264;-0,339;-0,201;10,581;-0,328;1,445;-0,264;-0,371;13,332;-0,243;1,22;-0,243;-0,275;-0,393
"maison";-0,243;1,933;-0,275;-0,36;1,717;-0,349;-0,222;-0,328;-0,285;17,471;-0,285;-0,264;1,53;3,48;-0,306;-0,328;-0,349;-0,264;1,29;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"liberté";-0,243;1,933;-0,275;-0,36;-0,317;-0,349;-0,222;1,62;11,562;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;14,021;-0,382;-0,243;-0,275;1,154
"juin";-0,208;-0,253;-0,235;1,832;-0,271;-0,299;-0,19;2,138;-0,244;4,338;2,654;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;1,658;-0,208;-0,235;1,578
"italien";-0,243;11,055;-0,275;1,365;1,717;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;1,62;-0,349;-0,264;1,29;-0,254;-0,243;-0,382;-0,243;-0,275;1,154
"intelligence";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;-0,086;-0,131;-0,14;-0,149;-0,113;5,11;-0,108;-0,104;4,93;-0,104;-0,117;4,761
"inspirer";-0,349;-0,424;-0,394;-0,517;-0,455;28,144;-0,319;-0,47;1,019;-0,289;-0,409;-0,379;-0,486;-0,289;-0,44;-0,47;-0,501;-0,379;-0,532;-0,364;-0,349;12,906;1,406;-0,394;0,456
"inscrire";-0,173;-0,211;3,698;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;14,49;-0,143;-0,218;2,881;-0,249;-0,188;-0,264;-0,181;-0,173;2,291;-0,173;-0,196;-0,28
"initier";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;2,054;-0,264;1,53;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;13,332;-0,243;1,22;-0,243;-0,275;7,702
"information";-0,278;-0,339;-0,314;-0,412;-0,363;1,094;-0,254;1,243;-0,326;-0,23;1,613;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;18,052;1,977;2,12;-0,437;-0,278;-0,314;-0,449
"imposer";-0,243;-0,296;-0,275;-0,36;1,717;-0,349;37,92;-0,328;-0,285;-0,201;-0,285;-0,264;1,53;-0,201;-0,306;1,62;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;2,643;-0,275;-0,393
"hamas";-0,278;-0,339;-0,314;-0,412;-0,363;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;163,696;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;-0,314;-0,449
"h";-0,313;-0,381;-0,354;0,775;-0,409;-0,45;-0,286;-0,423;1,279;12,804;-0,368;23,208;-0,437;-0,26;-0,395;-0,423;-0,45;-0,34;-0,478;-0,327;1,72;-0,492;-0,313;1,376;-0,506
"futur";-0,313;-0,381;-0,354;-0,464;1,031;-0,45;-0,286;0,96;1,279;-0,26;-0,368;-0,34;0,894;-0,26;-0,395;0,96;0,832;-0,34;0,722;1,595;-0,313;0,672;-0,313;-0,354;-0,506
"explorer";-0,278;1,51;-0,314;-0,412;-0,363;1,094;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;54,772;-0,278;-0,314;0,85
"emji_voiture";-0,243;-0,296;-0,275;1,365;-0,317;-0,349;-0,222;-0,328;2,054;-0,201;-0,285;-0,264;-0,339;3,48;1,822;-0,328;-0,349;2,325;1,29;-0,254;2,643;-0,382;-0,243;-0,275;-0,393
"emji_symbole_d_interdiction";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;2,054;-0,201;-0,285;-0,264;1,53;-0,201;-0,306;-0,328;-0,349;-0,264;8,3;13,332;-0,243;-0,382;2,643;-0,275;-0,393
"emji_stéthoscope";-0,173;-0,211;-0,196;-0,257;3,023;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;2,623;-0,188;2,396;4,119;-0,173;-0,272;-0,173;3,698;-0,28
"emji_micro";-0,278;-0,339;-0,314;-0,412;-0,363;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;1,166;-0,23;-0,351;-0,375;-0,4;1,845;-0,425;-0,29;-0,278;6,573;-0,278;-0,314;32,471
"emji_hôpital";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;-0,339;3,48;1,822;-0,328;8,969;-0,264;-0,371;2,477;-0,243;-0,382;-0,243;12,108;-0,393
"emji_graphique_en_hausse";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;2,881;17,623;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;4,119;-0,173;-0,272;-0,173;-0,196;2,193
"emji_drapeau_royaume_uni";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;2,748;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;-0,272;4,357;-0,196;30,254
"départ";-0,243;-0,296;-0,275;8,625;-0,317;-0,349;-0,222;1,62;-0,285;3,48;-0,285;-0,264;-0,339;-0,201;10,581;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;1,22;-0,243;-0,275;-0,393
"durable";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;-0,086;-0,131;-0,14;60,959;-0,113;-0,158;-0,108;-0,104;-0,163;-0,104;-0,117;-0,167
"double";-0,208;-0,253;-0,235;-0,308;-0,271;1,928;-0,19;2,138;-0,244;-0,172;-0,244;-0,226;-0,29;50,109;-0,262;-0,281;-0,299;-0,226;1,742;-0,217;-0,208;-0,327;-0,208;-0,235;-0,336
"dossier";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;14,49;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;4,119;21,075;-0,272;-0,173;-0,196;-0,28
"domaine";-0,278;1,51;-0,314;-0,412;8,441;-0,4;-0,254;-0,375;-0,326;-0,23;9,682;-0,302;1,166;2,844;-0,351;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;0,905;-0,278;-0,314;-0,449
"culture";-0,278;1,51;-0,314;-0,412;1,326;-0,4;-0,254;1,243;1,613;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;0,964;-0,29;2,12;0,905;2,12;-0,314;-0,449
"coût";-0,138;-0,168;5,051;-0,205;-0,18;-0,199;-0,126;4,017;-0,162;-0,115;-0,162;-0,15;-0,193;-0,115;4,389;-0,187;-0,199;5,306;-0,211;-0,144;-0,138;-0,217;-0,138;-0,156;-0,223
"considérer";-0,208;-0,253;-0,235;-0,308;-0,271;-0,299;-0,19;2,138;-0,244;-0,172;-0,244;-0,226;-0,29;4,338;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;3,352;-0,327;3,352;2,809;1,578
"coeur";-0,349;0,942;-0,394;-0,517;-0,455;-0,501;-0,319;-0,47;-0,409;-0,289;-0,409;-0,379;-0,486;-0,289;-0,44;-0,47;-0,501;7,856;0,538;1,296;1,406;0,496;1,406;7,448;-0,563
"climat";-0,243;-0,296;-0,275;1,365;-0,317;-0,349;-0,222;1,62;-0,285;-0,201;11,562;12,696;-0,339;-0,201;-0,306;-0,328;-0,349;2,325;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"chaîne";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;-0,086;-0,131;-0,14;5,501;-0,113;5,11;8,041;-0,104;-0,163;-0,104;-0,117;-0,167
"chanson";-0,243;-0,296;-0,275;-0,36;-0,317;1,445;-0,222;-0,328;-0,285;-0,201;-0,285;2,325;-0,339;3,48;-0,306;-0,328;-0,349;-0,264;1,29;-0,254;-0,243;7,992;-0,243;-0,275;1,154
"centaine";-0,138;-0,168;5,051;-0,205;-0,18;-0,199;-0,126;-0,187;-0,162;-0,115;-0,162;-0,15;-0,193;-0,115;4,389;-0,187;-0,199;-0,15;-0,211;-0,144;-0,138;-0,217;-0,138;23,912;-0,223
"beau";-0,208;2,511;-0,235;-0,308;-0,271;-0,299;-0,19;-0,281;-0,244;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;11,931;-0,299;-0,226;-0,318;-0,217;3,352;9,902;-0,208;-0,235;-0,336
"avril";-0,243;-0,296;2,184;1,365;1,717;-0,349;-0,222;-0,328;-0,285;-0,201;2,054;-0,264;-0,339;-0,201;-0,306;-0,328;1,445;-0,264;-0,371;-0,254;2,643;-0,382;-0,243;2,184;-0,393
"avenir";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;2,881;3,511;-0,143;-0,203;-0,188;2,748;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;20,108;-0,173;-0,272;-0,173;-0,196;-0,28
"arrêter";-0,313;-0,381;-0,354;0,775;-0,409;-0,45;-0,286;-0,423;-0,368;-0,26;-0,368;-0,34;0,894;-0,26;7,47;-0,423;6,229;-0,34;-0,478;-0,327;10,128;-0,492;-0,313;1,376;-0,506
"application";-0,278;-0,339;-0,314;7,122;-0,363;7,422;-0,254;1,243;-0,326;2,844;-0,326;-0,302;-0,387;2,844;-0,351;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;-0,314;0,85
"adulte";-0,173;-0,211;-0,196;-0,257;3,023;2,623;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;2,396;-0,181;-0,173;-0,272;21,075;-0,196;-0,28
"adolescent";-0,313;-0,381;-0,354;-0,464;-0,409;-0,45;-0,286;0,96;-0,368;-0,26;-0,368;-0,34;-0,437;-0,26;-0,395;-0,423;-0,45;-0,34;73,187;-0,327;-0,313;0,672;1,72;-0,354;-0,506
"adapter";-0,278;-0,339;-0,314;1,027;-0,363;-0,4;-0,254;20,884;1,613;-0,23;1,613;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;0,964;-0,29;-0,278;0,905;-0,278;-0,314;-0,449
"actuellement";-0,173;-0,211;-0,196;-0,257;-0,226;2,623;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;35,466;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;-0,272;4,357;-0,196;-0,28
"activité";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;24,64;-0,285;-0,201;11,562;-0,264;-0,339;-0,201;-0,306;-0,328;1,445;-0,264;1,29;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"étendre";-0,173;3,336;-0,196;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;3,511;3,9;-0,241;-0,143;-0,218;-0,234;2,623;-0,188;2,396;-0,181;-0,173;-0,272;-0,173;-0,196;-0,28
"étape";-0,243;-0,296;-0,275;-0,36;1,717;-0,349;3,022;-0,328;-0,285;-0,201;-0,285;2,325;-0,339;-0,201;1,822;-0,328;1,445;-0,264;-0,371;-0,254;-0,243;7,992;-0,243;-0,275;-0,393
"élève";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;10,448;6,44;-0,14;-0,149;7,671;-0,158;-0,108;-0,104;-0,163;-0,104;-0,117;-0,167
"york";-0,313;-0,381;-0,354;0,775;-0,409;-0,45;-0,286;-0,423;-0,368;-0,26;-0,368;-0,34;54,314;-0,26;-0,395;-0,423;-0,45;-0,34;-0,478;-0,327;-0,313;14,915;-0,313;-0,354;-0,506
"violent";-0,278;-0,339;-0,314;-0,412;-0,363;1,094;-0,254;-0,375;-0,326;2,844;-0,326;26,779;-0,387;-0,23;-0,351;-0,375;1,094;1,845;-0,425;-0,29;-0,278;0,905;-0,278;-0,314;-0,449
"trouver";-0,208;-0,253;-0,235;-0,308;-0,271;11,047;-0,19;-0,281;-0,244;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;2,975;10,262;-0,217;-0,208;-0,327;3,352;-0,235;-0,336
"troisième";-0,243;-0,296;2,184;-0,36;-0,317;1,445;-0,222;1,62;-0,285;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;1,62;-0,349;12,696;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;1,154
"travailleur";-0,208;-0,253;-0,235;-0,308;2,254;-0,299;-0,19;-0,281;2,654;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;2,975;1,742;3,156;-0,208;-0,327;3,352;-0,235;-0,336
"tester";-0,243;-0,296;-0,275;-0,36;1,717;1,445;-0,222;24,64;-0,285;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;2,477;-0,243;1,22;-0,243;-0,275;-0,393
"test";-0,278;-0,339;-0,314;1,027;-0,363;7,422;-0,254;1,243;-0,326;-0,23;-0,326;-0,302;1,166;-0,23;-0,351;-0,375;-0,4;-0,302;6,84;-0,29;-0,278;-0,437;2,12;-0,314;-0,449
"séduire";-0,208;-0,253;2,809;-0,308;-0,271;-0,299;-0,19;-0,281;2,654;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;1,658;3,352;-0,235;9,561
"sport";-0,278;-0,339;-0,314;-0,412;-0,363;-0,4;2,447;39,657;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;0,964;-0,29;-0,278;0,905;-0,278;-0,314;0,85
"scène";-0,208;-0,253;-0,235;-0,308;-0,271;-0,299;-0,19;-0,281;2,654;4,338;-0,244;-0,226;2,03;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;-0,327;-0,208;-0,235;24,285
"scrutin";-0,243;-0,296;56;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;9,335;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;2,477;-0,243;-0,382;-0,243;-0,275;-0,393
"règle";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;-0,234;3,511;-0,143;-0,203;-0,188;2,748;5,55;-0,218;-0,234;-0,249;3,9;-0,264;-0,181;-0,173;-0,272;-0,173;3,698;-0,28
"romands";-0,243;-0,296;-0,275;1,365;1,717;-0,349;-0,222;1,62;-0,285;-0,201;-0,285;2,325;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;1,22;14,021;-0,275;-0,393
"renoncer";-0,243;-0,296;-0,275;1,365;-0,317;-0,349;-0,222;1,62;-0,285;-0,201;-0,285;-0,264;1,53;17,471;10,581;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"remplacer";-0,208;-0,253;-0,235;-0,308;-0,271;-0,299;-0,19;2,138;2,654;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;3,156;-0,208;1,658;-0,208;14,72;-0,336
"qualifié";-0,208;-0,253;-0,235;-0,308;-0,271;-0,299;-0,19;2,138;-0,244;4,338;-0,244;-0,226;-0,29;-0,172;-0,262;2,138;1,928;-0,226;-0,318;-0,217;-0,208;-0,327;-0,208;2,809;1,578
"présent";-0,243;-0,296;-0,275;-0,36;-0,317;8,969;-0,222;-0,328;2,054;3,48;-0,285;-0,264;-0,339;-0,201;-0,306;1,62;-0,349;-0,264;1,29;-0,254;-0,243;-0,382;-0,243;2,184;-0,393
"propriétaire";-0,243;-0,296;-0,275;-0,36;1,717;1,445;-0,222;9,724;28,81;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"promettre";-0,173;3,336;-0,196;2,506;-0,226;-0,249;-0,158;-0,234;-0,203;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;3,9;-0,264;-0,181;4,357;2,291;-0,173;-0,196;-0,28
"prestigieux";-0,313;217,784;-0,354;-0,464;-0,409;-0,45;-0,286;-0,423;-0,368;-0,26;-0,368;-0,34;-0,437;-0,26;-0,395;-0,423;-0,45;-0,34;-0,478;-0,327;-0,313;-0,492;-0,313;-0,354;-0,506
"poursuivre";-0,313;1,19;-0,354;5,964;-0,409;-0,45;-0,286;0,96;-0,368;-0,26;-0,368;-0,34;-0,437;-0,26;7,47;-0,423;0,832;-0,34;-0,478;1,595;-0,313;0,672;-0,313;-0,354;-0,506
"possible";-0,278;-0,339;-0,314;1,027;-0,363;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;1,845;1,166;2,844;22,586;-0,375;1,094;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;-0,314;-0,449
"plaindre";-0,138;-0,168;-0,156;3,541;-0,18;-0,199;-0,126;-0,187;-0,162;-0,115;-0,162;-0,15;-0,193;-0,115;-0,174;-0,187;-0,199;-0,15;-0,211;26,06;5,881;-0,217;-0,138;-0,156;-0,223
"pilote";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;67,879;3,511;-0,143;-0,203;-0,188;-0,241;-0,143;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;-0,272;-0,173;-0,196;-0,28
"personnel";-0,173;-0,211;-0,196;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;5,55;-0,203;-0,188;2,748;-0,143;3,174;-0,234;-0,249;-0,188;-0,264;-0,181;4,357;-0,272;-0,173;3,698;-0,28
"performance";-0,278;-0,339;-0,314;-0,412;-0,363;1,094;-0,254;1,243;1,613;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;0,964;-0,29;-0,278;-0,437;-0,278;-0,314;32,471
"patient";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;2,054;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;-0,328;8,969;-0,264;1,29;2,477;-0,243;-0,382;-0,243;12,108;-0,393
"ouverture";-0,208;-0,253;-0,235;1,832;-0,271;-0,299;-0,19;-0,281;14,082;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;3,156;-0,208;-0,327;-0,208;-0,235;9,561
"origine";-0,278;-0,339;-0,314;-0,412;8,441;-0,4;-0,254;-0,375;1,613;-0,23;-0,326;1,845;-0,387;-0,23;-0,351;-0,375;-0,4;-0,302;6,84;-0,29;-0,278;0,905;-0,278;1,725;-0,449
"opposition";-0,138;-0,168;5,051;-0,205;-0,18;-0,199;-0,126;-0,187;-0,162;-0,115;-0,162;-0,15;19,032;7,38;-0,174;-0,187;-0,199;-0,15;-0,211;-0,144;-0,138;-0,217;-0,138;-0,156;-0,223
"onu";-0,104;-0,126;-0,117;-0,153;-0,135;-0,149;-0,095;-0,14;-0,122;-0,086;-0,122;-0,113;-0,144;-0,086;-0,131;-0,14;25,771;7,671;-0,158;-0,108;-0,104;-0,163;-0,104;-0,117;-0,167
"négociation";-0,243;-0,296;30,047;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;1,53;-0,201;10,581;-0,328;-0,349;-0,264;-0,371;2,477;-0,243;-0,382;-0,243;-0,275;-0,393
"musique";-0,208;-0,253;-0,235;-0,308;-0,271;-0,299;-0,19;-0,281;-0,244;-0,172;2,654;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;25,06;-0,208;-0,235;9,561
"musical";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;1,53;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;7,992;-0,243;-0,275;38,156
"militaire";-0,173;-0,211;3,698;-0,257;-0,226;-0,249;-0,158;-0,234;-0,203;25,911;-0,203;-0,188;-0,241;5,55;-0,218;-0,234;-0,249;-0,188;-0,264;-0,181;-0,173;-0,272;-0,173;3,698;-0,28
"milieu";-0,208;2,511;-0,235;-0,308;-0,271;1,928;-0,19;-0,281;-0,244;4,338;-0,244;-0,226;-0,29;-0,172;-0,262;2,138;-0,299;-0,226;-0,318;-0,217;-0,208;1,658;3,352;-0,235;-0,336
"lutte";-0,278;1,51;1,725;-0,412;21,707;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;-0,4;1,845;-0,425;1,977;2,12;-0,437;-0,278;-0,314;-0,449
"londres";-0,208;2,511;-0,235;-0,308;-0,271;1,928;-0,19;-0,281;-0,244;-0,172;-0,244;-0,226;-0,29;-0,172;-0,262;-0,281;-0,299;-0,226;-0,318;-0,217;-0,208;1,658;-0,208;-0,235;24,285
"largement";-0,243;1,933;12,108;-0,36;-0,317;8,969;-0,222;-0,328;-0,285;-0,201;2,054;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;2,643;-0,382;-0,243;-0,275;-0,393
"large";-0,243;-0,296;-0,275;-0,36;10,139;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;1,62;-0,349;-0,264;-0,371;-0,254;2,643;1,22;-0,243;-0,275;7,702
"jean";-0,243;-0,296;-0,275;-0,36;1,717;-0,349;-0,222;-0,328;2,054;-0,201;-0,285;2,325;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;2,477;-0,243;1,22;-0,243;-0,275;7,702
"intervention";-0,243;-0,296;-0,275;-0,36;-0,317;-0,349;-0,222;-0,328;-0,285;3,48;-0,285;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;131,952;-0,393
