"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14"
"*postReposts_92";-0,068;-0,122;-0,659;-8,486;-0,946;-2,321;-11,435;69,23;-0,353;-9,304;0,027;14,95;1,642;2,268
"-*anoluc17";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*pommepommenyc";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*fabiennerahel";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*meeeeeh_di";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*nanouna65";8,079;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;4,165;-0,196;-0,206;-0,102;-0,209;-0,274
"-*tana28";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;9,163;-0,195;-0,196;-0,206;8,808;-0,209;-0,274
"*commentLikes_294";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;10,232;-0,098;-0,103;-0,051;-0,105;-0,137
"-*mch_74";-0,11;4,167;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;2,715
"-*mururoa0504";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;25,719;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"-*hand_produced_design_atelier";-0,055;-0,098;-0,011;-0,05;-0,012;9,081;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*dveronique_rose";-0,055;-0,098;-0,011;-0,05;-0,012;9,081;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*oppy_filippe";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*swissdesign";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*voixpopulaire_media";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;19,108;-0,274
"-*notlikeandre";-0,055;-0,098;-0,011;19,833;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*bergenthecat";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;7,293
"-*x_v_m_n";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*allegripolliand";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*fantinmoreno";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*karakou42";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;7,293
"-*carlabastos6";-0,11;-0,195;-0,021;-0,101;-0,025;3,595;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;2,715
"-*adnar7";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*jiji_bklyn";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*boudia994";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*k_mirson";-0,553;-0,977;-0,107;-0,504;-0,124;-1,102;0,933;-0,493;1,519;5,462;5,049;-0,511;-1,047;-1,372
"-*loic_zf";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*mgt1200";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*johnk_afe";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*samuel_hayoz";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;7,293
"*i_0346";36,206;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*mel_piermaria_lanuza";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*sib_ylle";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"*i_0347";-7,414;-11,656;-2,521;-1,685;-2,918;-14,253;699,9;-2,398;-2,475;-6,272;-0,749;-3,781;-10,066;-27,864
"*postComments_263";-7,414;-11,656;-2,521;-1,685;-2,918;-14,253;699,9;-2,398;-2,475;-6,272;-0,749;-3,781;-10,066;-27,864
"-*lutshee";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"*commentLikes_126";-0,332;-0,586;-0,064;-0,303;-0,074;3,681;0,233;1,918;0,446;0,442;-0,618;-0,307;-0,628;-0,823
"-*patrick_1260";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*hysen_dragoshi";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;20,276;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*_julijulien_";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;16,873;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*amand__e";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;33,748;-0,197;-0,391;-0,392;-0,412;-0,204;-0,419;-0,549
"-*damienloichat";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;25,311;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"-*leonard_geay";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;25,311;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"-*gti_1989";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;16,873;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*eric_winkler";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;3,909;-0,102;-0,209;-0,274
"-*el_sennos";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;17,513;-0,197;-0,391;-0,392;-0,412;3,507;-0,419;-0,549
"-*nomad_hima";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;16,873;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*greg_bovay";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*luisbeuret";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;17,513;-0,197;-0,391;-0,392;-0,412;-0,204;1,124;-0,549
"-*boucherie_yerly";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*lorenzo_fiammetta";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*the_pifao_";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;20,276;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*maradanjeanma";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*guillaume_tache";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*erik_brinkman";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;16,873;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*esteban_briere";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*catarinaalexandra_santos";-0,11;4,167;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;3,909;-0,102;-0,209;-0,274
"-*stahl_mein_leben";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*jerome_mty_";-0,11;-0,195;-0,021;8,942;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*alexisberdoz";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;20,402;-0,206;-0,102;-0,209;-0,274
"-*alexia_pasta";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;17,513;-0,197;-0,391;-0,392;1,16;-0,204;-0,419;-0,549
"-*mini_loona290";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*cg_anne_cecile";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;4,149;3,909;-0,102;-0,209;-0,274
"-*yeto_suisse";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*diagal_faust_tattoo";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;4,165;-0,196;-0,206;-0,102;-0,209;2,715
"-*jepado";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*schedeljm";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;16,873;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*hexadance";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*amho_177";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*didier6234";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*my_wanderlust_eyes";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*benhalimi1998";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*abdulganisincar";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*e_abramowski_";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;3,278;-0,099;4,165;-0,196;-0,206;-0,102;-0,209;-0,274
"-*hh2zo_";-0,055;-0,098;-0,011;-0,05;-0,012;9,081;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*ichbinmehdi__";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*julienbricot";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;19,565;-0,105;-0,137
"-*anthony_stauffer_la_classe";-0,11;-0,195;-0,021;8,942;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*marinari_alessandro";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*chicconosci";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*marisa_iassogna";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*a_longoria__";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*geestettlu";-0,11;-0,195;-0,021;8,942;-0,025;-0,22;-0,237;-0,099;4,165;-0,196;-0,206;-0,102;-0,209;-0,274
"-*kourah_ge";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*swiss_lycan";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*nicolagimmi";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;10,232;-0,098;-0,103;-0,051;-0,105;-0,137
"*i_0348";0,158;3,223;-0,139;-0,656;4,498;-0,072;-0,116;3,314;0,674;-1,275;-0,041;-0,665;-1,361;-0,234
"-*maria_diaz2601";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*jphyg";-0,11;4,167;-0,021;-0,101;-0,025;-0,22;-0,237;9,163;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*laurie_canada";-0,055;-0,098;-0,011;-0,05;-0,012;9,081;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*pinacolada_ipa";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;20,276;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"*i_0349";-1,642;0,046;0,181;-3,131;-0,77;-3,114;51,797;-0,301;-1,265;-0,468;0,935;-0,36;0,851;-6,39
"-*angeloargelli";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;16,873;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*msnbqphp";-0,11;20,471;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*rv_monica_18";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*chrisrenou";-0,332;-0,586;-0,064;-0,303;-0,074;-0,661;0,233;1,918;-0,586;-0,588;-0,618;-0,307;22,883;-0,823
"-*famille_roubieu_officiel";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;0,467;-0,247;-0,489;5,938;5,558;-0,256;-0,523;-0,686
"-*chef_alexandre_renard";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;4,563;-0,247;0,759;0,754;-0,515;-0,256;0,646;-0,686
"-*dariolij";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"-*day_dream08";-0,276;-0,489;-0,054;-0,252;-0,062;-0,551;-0,593;-0,247;-0,489;0,754;5,558;13,345;-0,523;-0,686
"-*mimihasler";-0,11;4,167;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;4,165;-0,196;-0,206;-0,102;-0,209;-0,274
"-*jeje_regard";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"-*kylianveyre0";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*wasntmaych";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;19,565;-0,105;-0,137
"*i_0350";-0,037;-0,001;-0,246;-1,16;-0,285;-2,534;1,121;3,576;-0,589;18,919;-0,011;-0,013;-0,705;-3,156
"-*yann_belloir";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;4,165;-0,196;-0,206;8,808;-0,209;-0,274
"-*rita_teix16";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*siropapi_";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"-*al_lam472";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*bruce_perso";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"*i_0351";0,93;-0,019;-0,515;-2,423;0,293;-5,292;55,75;-2,37;-4,697;19,481;0,067;-2,456;-5,03;-6,59
"-*jess_malagasy";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*pa_ce__";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*kimnaocobain";-0,11;-0,195;-0,021;8,942;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;-0,274
"-*closixty";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*olivier8669";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;4,149;3,909;-0,102;-0,209;-0,274
"-*barbara_vmx";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*fvr_ma";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;3,909;-0,102;-0,209;-0,274
"-*matmat_dnmst";-0,055;-0,098;-0,011;-0,05;80,673;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*gaeltristan_lock";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;0,876;-0,197;-0,391;21,478;-0,412;-0,204;-0,419;-0,549
"-*aurficke226";-0,11;-0,195;-0,021;-0,101;39,344;-0,22;-0,237;-0,099;-0,195;4,149;-0,206;-0,102;-0,209;-0,274
"-*sergefernex";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"-*anoushka_27";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*entamaliki";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*isarosafamily";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*olivier_ometz_";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"*i_0352";-1,152;-0,015;-0,095;-6,475;-0,209;-1,199;-6,068;6,265;0,249;-1,89;0,864;5,652;-0,002;8,248
"*postComments_203";-1,152;-0,015;-0,095;-6,475;-0,209;-1,199;-6,068;6,265;0,249;-1,89;0,864;5,652;-0,002;8,248
"-*hamzamgram";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"-*mathieu_couturier";-0,332;-0,586;-0,064;-0,303;-0,074;3,681;-0,711;-0,296;-0,586;0,442;-0,618;1,807;-0,628;2,561
"-*za_wzaw7400";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*thijsjegen";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*max_smadden";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;20,276;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*sebastienhoffmann";-0,276;-0,489;-0,054;-0,252;-0,062;5,063;-0,593;-0,247;5,962;-0,49;-0,515;-0,256;-0,523;0,297
"-*celinedessimoz";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;3,909;-0,102;3,829;-0,274
"-*sebastian_aylwin";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"-*dahlias_baba";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;7,293
"-*peyman_khozoi";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;-0,206;-0,102;3,829;-0,274
"-*titingogogo";-0,055;-0,098;93,387;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*pgandara";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;9,163;-0,195;-0,196;-0,206;-0,102;-0,209;2,715
"-*neovahh";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;10,232;-0,098;-0,103;-0,051;-0,105;-0,137
"-*paola_brtl";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;7,293
"-*timmessner";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*celine_crsz";-0,11;4,167;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;-0,209;2,715
"*i_0353";-0,829;2,28;-0,161;-0,757;-0,186;4,709;-1,779;-0,74;17,891;-1,471;-1,545;0,106;-0,138;-2,058
"-*sabiebike";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"-*melissa_f5507";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;10,232;-0,098;-0,103;-0,051;-0,105;-0,137
"-*sanstitre_art";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*aliceog";-0,055;-0,098;-0,011;-0,05;-0,012;9,081;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*ana_luiza_br";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;10,232;-0,098;-0,103;-0,051;-0,105;-0,137
"-*thibaultschluter";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;19,565;-0,105;-0,137
"*i_0354";-10,855;-3,129;0,121;-6,281;-2,893;-9,53;207,962;-7,675;-8,561;-8,618;0,006;61,987;5,071;-27,588
"*postLikes_13100";-10,855;-3,129;0,121;-6,281;-2,893;-9,53;207,962;-7,675;-8,561;-8,618;0,006;61,987;5,071;-27,588
"*postReposts_422";-10,855;-3,129;0,121;-6,281;-2,893;-9,53;207,962;-7,675;-8,561;-8,618;0,006;61,987;5,071;-27,588
"-*sabour414_azimi";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*lio_phyliseex";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;2,042;-0,153;1,991;1,28
"-*dianadrc_";-0,166;2,209;-0,032;-0,151;-0,037;10,811;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"-*matilda_tavelli";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"*commentLikes_557";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;17,513;-0,197;-0,391;-0,392;-0,412;3,507;-0,419;-0,549
"-*katamarrant372";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;3,278;-0,099;-0,195;-0,196;-0,206;8,808;-0,209;-0,274
"-*l_atelier_du_style_coiffure";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"-*keke_l_l";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;6,555;-0,197;-0,391;-0,392;1,16;3,507;-0,419;-0,549
"-*t_gruaz";-0,829;-1,466;-0,161;-0,757;-0,186;15,193;-1,779;-0,74;-1,467;5,807;-1,545;-0,767;9,957;-2,058
"-*cocogegeroro";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*christianbaur61";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;3,278;-0,099;-0,195;4,149;-0,206;-0,102;-0,209;-0,274
"-*josianefazlija";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*digitalportfoliobb";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;10,232;-0,098;-0,103;-0,051;-0,105;-0,137
"-*max_engels44";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;19,565;-0,105;-0,137
"-*arnocto";-0,221;-0,391;-0,043;-0,202;-0,05;-0,441;6,555;-0,197;-0,391;1,271;-0,412;-0,204;1,124;-0,549
"-*julien_berthod";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*lowe_auslander76";-0,055;-0,098;-0,011;-0,05;-0,012;9,081;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*sophiesabin6";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*navylafee";-0,11;-0,195;-0,021;8,942;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;-0,206;-0,102;3,829;-0,274
"-*saa_wanee7";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;20,276;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*cynthiaoffishal";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*david_revne";-0,11;-0,195;-0,021;-0,101;-0,025;-0,22;-0,237;-0,099;-0,195;-0,196;3,909;-0,102;3,829;-0,274
"-*tom_bour_20";-0,055;10,235;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*choucas_swiss";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;9,715;-0,051;-0,105;-0,137
"-*icemayne777";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;10,201;-0,103;-0,051;-0,105;-0,137
"-*emmacatvegi";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"-*miniloona";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;9,554;-0,137
"-*anabela_sps";-0,055;-0,098;-0,011;-0,05;-0,012;-0,11;8,436;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
"-*sylvi_7610";18,103;-0,098;-0,011;-0,05;-0,012;-0,11;-0,119;-0,049;-0,098;-0,098;-0,103;-0,051;-0,105;-0,137
